Boehner,0.032482320179977896,0.006387083247926802,432.0,50.0,241.0,-191.0,", Election of the Speaker"
Failed,-0.031439646712196824,-0.0031261041534218653,-397.0,-63.0,-230.0,167.0,"Reversing President Obama’s Offshore Moratorium Act, On Motion to Recommit with Instructions"
Passed,0.029606990374412022,0.0018092609370376875,363.0,63.0,213.0,-150.0,"Reversing President Obama’s Offshore Moratorium Act, On Passage"
Passed,0.027231312461091606,0.0012135271316507114,349.0,69.0,209.0,-140.0,"Providing for an adjournment of the House, On Agreeing to the Resolution"
Passed,0.02792754449664607,-0.00635049778256375,342.0,118.0,230.0,-112.0,"Providing for consideration of the bill (H.R. 754) to authorize appropriations for fiscal year 2011 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes, On Agreeing to the Resolution"
Agreed to,0.029767632747435057,0.004922655914670904,388.0,50.0,219.0,-169.0,", On Agreeing to the Amendment"
Agreed to,0.023932509538995065,-0.012979478322410098,289.0,155.0,222.0,-67.0,", On Agreeing to the Amendment"
Failed,-0.028097231194806997,-0.008106735790746994,-358.0,-20.0,-189.0,169.0,", On Agreeing to the Amendment"
Agreed to,-0.024782609250783485,-0.015155733259447583,-326.0,32.0,-147.0,179.0,", On Agreeing to the Amendment"
Agreed to,0.007246012405472928,-0.05571798280403898,50.0,406.0,228.0,178.0,", On Agreeing to the Amendment"
Failed,-0.031197815628911774,-0.0063438116225631455,-410.0,-46.0,-228.0,182.0,"Intelligence Authorization Act for Fiscal Year 2011, On Motion to Recommit with Instructions"
Passed,0.00817659862491049,-0.0527679933053873,63.0,377.0,220.0,157.0,"Intelligence Authorization Act for Fiscal Year 2011, On Passage"
Passed,0.007483318572446794,-0.0519354895486067,54.0,380.0,217.0,163.0,"Honoring American Veterans Act of 2011, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.007810371874909195,-0.05306786645345297,57.0,389.0,223.0,166.0,"Restoring GI Bill Fairness Act of 2011, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.007588351788701839,-0.05291143469853276,54.0,384.0,219.0,165.0,"To amend title 38, United States Code, to revise the enforcement penalties for misrepresentation of a business concern as a small business concern owned and controlled by veterans or as a small business concern owned and controlled by service-disabled veterans, On Motion to Suspend the Rules and Pass"
Passed,0.031286055285850614,0.005247417404891831,406.0,54.0,230.0,-176.0,"Consideration of HR 1216 to amend the Public Health Service Act to convert funding for graduate medical education in teaching health centers from direct appropriations to an authorization of appropriations; consideration of HR 1540, the National Defense Authorization Act, FY 2012; and waiving clause 6(a) of rule XIII, On Ordering the Previous Question"
Passed,0.031743998906781784,0.004222897813966558,405.0,57.0,231.0,-174.0,"Consideration of HR 1216 to amend the Public Health Service Act to convert funding for graduate medical education in teaching health centers from direct appropriations to an authorization of appropriations; consideration of HR 1540, the National Defense Authorization Act, FY 2012; and waiving clause 6(a) of rule XIII, On Agreeing to the Resolution"
Failed,-0.009597325461179862,0.05221893054645625,-81.0,-383.0,-232.0,-151.0,"To amend the Public Health Service Act to convert funding for graduate medical education in qualified teaching health centers from direct appropriations to an authorization of appropriations, On Motion that the Committee Rise"
Failed,-0.030919463938553438,-0.0064708732816318466,-403.0,-45.0,-224.0,179.0,", On Agreeing to the Amendment"
Failed,-0.03085037167448392,-0.005674121492465988,-404.0,-50.0,-227.0,177.0,", On Agreeing to the Amendment"
Agreed to,0.02955416288653157,0.004716797160775536,370.0,52.0,211.0,-159.0,", On Agreeing to the Amendment"
Failed,-0.031640470333771625,-0.005807700730985452,-414.0,-52.0,-233.0,181.0,"To amend the Public Health Service Act to convert funding for graduate medical education in qualified teaching health centers from direct appropriations to an authorization of appropriations, On Motion to Recommit with Instructions"
Passed,0.03108399403599788,0.0061966519648641374,406.0,48.0,227.0,-179.0,"To amend the Public Health Service Act to convert funding for graduate medical education in qualified teaching health centers from direct appropriations to an authorization of appropriations, On Passage"
Passed,0.03171627843837548,0.004900347291098912,414.0,58.0,236.0,-178.0,"Providing for further consideration of H.R. 1540, The National Defense Authorization Act for Fiscal Year 2012, On Ordering the Previous Question"
Passed,0.030613957098418333,0.0014788768167016877,385.0,73.0,229.0,-156.0,"Providing for further consideration of H.R. 1540, The National Defense Authorization Act for Fiscal Year 2012, On Agreeing to the Resolution"
Failed,-0.017623389674611623,0.03269269140643558,-189.0,-251.0,-220.0,-31.0,", On Agreeing to the Amendment"
Failed,0.02545602417963708,0.01164882310970876,338.0,-10.0,164.0,-174.0,", On Agreeing to the Amendment"
Failed,-0.0298128842291045,-0.009686315497447433,-391.0,-27.0,-209.0,182.0,", On Agreeing to the Amendment"
Failed,-0.027841518936967576,-0.01180407120304893,-362.0,-4.0,-183.0,179.0,", On Agreeing to the Amendment"
Agreed to,0.03001685645117123,-0.0026781358342085632,371.0,97.0,234.0,-137.0,", On Agreeing to the Amendment"
Failed,-0.02896353148515283,0.001507303412754996,-360.0,-88.0,-224.0,136.0,", On Agreeing to the Amendment"
Failed,-0.02970333388034318,-0.0005572315670453237,-372.0,-72.0,-222.0,150.0,", On Agreeing to the Amendment"
Failed,-0.013544125462165163,0.002785115068104749,-172.0,-56.0,-114.0,58.0,", On Agreeing to the Amendment"
Failed,-0.031027059673939174,-0.007318444699849312,-405.0,-41.0,-223.0,182.0,", On Agreeing to the Amendment"
Failed,-0.03046333850236836,-0.0030614687504876277,-393.0,-67.0,-230.0,163.0,", On Agreeing to the Amendment"
Failed,-0.025563224197941777,0.0001666572726442698,-327.0,-69.0,-198.0,129.0,", On Agreeing to the Amendment"
Agreed to,0.02533719907870535,-0.00544018896712502,298.0,100.0,199.0,-99.0,", On Agreeing to the Amendment"
Agreed to,0.02485878398016061,0.0011434442409824653,318.0,74.0,196.0,-122.0,", On Agreeing to the Amendment"
Failed,-0.03006862193996675,0.0020892040134776364,-369.0,-87.0,-228.0,141.0,", On Agreeing to the Amendment"
Agreed to,0.030250524748426703,0.0006740628007031893,370.0,72.0,221.0,-149.0,", On Agreeing to the Amendment"
Failed,-0.020438111346478015,0.028692023415004254,-228.0,-238.0,-233.0,-5.0,", On Agreeing to the Amendment"
Agreed to,0.023323925209396808,0.004098805642377131,292.0,34.0,163.0,-129.0,", On Agreeing to the Amendment"
Failed,-0.02948874611167642,-0.0013830733009486112,-380.0,-74.0,-227.0,153.0,", On Agreeing to the Amendment"
Failed,-0.028086841395531224,-0.0016903794405793778,-340.0,-46.0,-193.0,147.0,", On Agreeing to the Amendment"
Failed,0.0005955188280833577,0.04668537029865766,41.0,-291.0,-125.0,-166.0,", On Agreeing to the Amendment"
Failed,0.005599114981392732,0.03853080639477934,105.0,-223.0,-59.0,-164.0,", On Agreeing to the Amendment"
Failed,-0.020445659921708714,0.02085991829978094,-231.0,-171.0,-201.0,30.0,", On Agreeing to the Amendment"
Failed,-0.016413107204606602,0.030697352783595935,-173.0,-227.0,-200.0,-27.0,", On Agreeing to the Amendment"
Agreed to,0.00738029469298332,-0.05651053652345148,51.0,411.0,231.0,180.0,", On Agreeing to the Amendment"
Agreed to,-0.009218808337069112,-0.01751646746403595,-139.0,119.0,-10.0,129.0,", On Agreeing to the Amendment"
Failed,-0.027515720629354052,0.00043283774837114776,-352.0,-64.0,-208.0,144.0,", On Agreeing to the Amendment"
Failed,-0.02829764076445939,-0.0027793796714805424,-356.0,-50.0,-203.0,153.0,", On Agreeing to the Amendment"
Agreed to,0.007274057141472862,-0.05756669302631273,49.0,419.0,234.0,185.0,", On Agreeing to the Amendment"
Agreed to,-0.003217429805764368,-0.02746471437387494,-64.0,180.0,58.0,122.0,", On Agreeing to the Amendment"
Agreed to,0.02878828951137788,0.007683900055315059,364.0,32.0,198.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.027707184332746177,-0.007563496105730897,-350.0,-12.0,-181.0,169.0,", On Agreeing to the Amendment"
Failed,-0.03165588156682104,-0.006400039154508306,-416.0,-48.0,-232.0,184.0,"To authorize appropriations for fiscal year 2012 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for fiscal year 2012, and for other purposes., On Motion to Recommit with Instructions"
Passed,0.01989129926377199,-0.028671975059695286,217.0,225.0,221.0,4.0,"To authorize appropriations for fiscal year 2012 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for fiscal year 2012, and for other purposes., On Passage"
Passed,0.020433444101379893,-0.01040180120064334,232.0,98.0,165.0,-67.0,"Small Business Additional Temporary Extension Act of 2011, On Motion to Concur in the Senate Amendment to the House Amendment"
Passed,0.007249399309840253,-0.05734809097404512,48.0,418.0,233.0,185.0,"Veterans Appeal Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.008770584631897674,-0.05040466161117211,72.0,354.0,213.0,141.0,"Small Business Additional Temporary Extension Act, On Motion to Suspend the Rules and Pass"
Failed,-0.02222599343797793,0.02448107777781146,-251.0,-221.0,-236.0,15.0,"To implement the President’s request to increase the statutory limit on the public debt, On Motion to Suspend the Rules and Pass"
Passed,0.031615562660312235,0.005781744803827342,417.0,51.0,234.0,-183.0,"Providing for consideration of H.R. 2017, making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2012, and for other purposes, On Consideration of the Resolution"
Passed,0.03192536393046822,0.006149969792238523,421.0,49.0,235.0,-186.0,"Providing for consideration of H.R. 2017, making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2012, and for other purposes, On Ordering the Previous Question"
Passed,0.031508429817914685,0.006296039475012288,414.0,44.0,229.0,-185.0,"Providing for consideration of H.R. 2017, making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2012, and for other purposes, On Agreeing to the Resolution"
Passed,0.0054371019816371186,-0.05645831037145643,25.0,397.0,211.0,186.0,"To direct the Secretary of Veterans Affairs to establish a VetStar Award Program, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.007831056515892576,-0.04122225990095699,-126.0,246.0,60.0,186.0,", On Agreeing to the Amendment"
Failed,-0.026495102273736092,0.006991580101421835,-314.0,-112.0,-213.0,101.0,", On Agreeing to the Amendment"
Agreed to,0.028598894574193453,-0.006648588790510469,345.0,117.0,231.0,-114.0,", On Agreeing to the Amendment"
Agreed to,0.011684985779595628,-0.02955059259520077,118.0,234.0,176.0,58.0,", On Agreeing to the Amendment"
Failed,0.0013994258132190034,0.01399739907785087,14.0,-94.0,-40.0,-54.0,", On Agreeing to the Amendment"
Agreed to,0.00022905398753581723,-0.01783443586546545,-21.0,123.0,51.0,72.0,", On Agreeing to the Amendment"
Agreed to,0.029483787018917837,0.010717922987839839,386.0,14.0,200.0,-186.0,", On Agreeing to the Amendment"
Agreed to,0.03078436673214252,0.0037316344934737343,389.0,61.0,225.0,-164.0,", On Agreeing to the Amendment"
Agreed to,0.03161269267828748,0.003601960663723054,400.0,62.0,231.0,-169.0,", On Agreeing to the Amendment"
Agreed to,-0.019383821307626205,-0.02586824629959312,-261.0,107.0,-77.0,184.0,", On Agreeing to the Amendment"
Failed,-0.0030292677526912405,0.005256740705212063,-19.0,-5.0,-12.0,7.0,", On Agreeing to the Amendment"
Failed,0.023520848513962155,0.01953845028873863,311.0,-51.0,130.0,-181.0,", On Agreeing to the Amendment"
Failed,0.027724837548582366,0.013470822165989148,362.0,-6.0,178.0,-184.0,", On Agreeing to the Amendment"
Agreed to,0.03027248444091472,-0.0005698921747122105,371.0,83.0,227.0,-144.0,", On Agreeing to the Amendment"
Agreed to,0.026198533713690655,-0.014115496445957448,310.0,158.0,234.0,-76.0,", On Agreeing to the Amendment"
Failed,0.007563345426422685,0.03254291564820653,122.0,-168.0,-23.0,-145.0,", On Agreeing to the Amendment"
Failed,0.0062231407356932176,0.032255825366789136,107.0,-177.0,-35.0,-142.0,", On Agreeing to the Amendment"
Agreed to,0.029584770355688017,-0.0016721273809606656,365.0,93.0,229.0,-136.0,", On Agreeing to the Amendment"
Failed,0.011108369677160437,0.03902467976367906,164.0,-202.0,-19.0,-183.0,", On Agreeing to the Amendment"
Agreed to,0.029294376414670947,0.01158160979417974,385.0,13.0,199.0,-186.0,", On Agreeing to the Amendment"
Agreed to,0.0306297974433498,-0.0002608860232378965,378.0,82.0,230.0,-148.0,", On Agreeing to the Amendment"
Failed,0.025586830445709197,0.01564023189324458,339.0,-25.0,157.0,-182.0,", On Agreeing to the Amendment"
Agreed to,0.029204887654398066,0.011261229006118091,387.0,15.0,201.0,-186.0,", On Agreeing to the Amendment"
Failed,-0.02276769127420388,0.02232908619198437,-258.0,-206.0,-232.0,26.0,", On Agreeing to the Amendment"
Failed,-0.031640611993225404,-0.006446263237924622,-417.0,-47.0,-232.0,185.0,"Homeland Security, FY 2012, On Motion to Recommit with Instructions"
Passed,0.027950315963936222,0.0024204074414483664,345.0,43.0,194.0,-151.0,"Homeland Security, FY 2012, On Passage"
Passed,0.02868766389351571,-0.0028048751051845218,363.0,101.0,232.0,-131.0,"Providing for consideration of H.Res. 292 declaring that the President shall not deploy, establish, or maintain the presence of U.S. Armed Forces in Libya, and for consideration of H.Con.Res. 51 directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the U.S. Armed Forces from Libya, On Agreeing to the Resolution"
Passed,0.025197364024920312,-0.009291309891017162,303.0,123.0,213.0,-90.0,"Declaring that the President shall not deploy, establish, or maintain the presence of units and members of the United States Armed Forces on the ground in Libya, and for other purposes, On Agreeing to the Resolution"
Failed,-0.001855273312354328,0.02215305878192788,4.0,-118.0,-57.0,-61.0,"Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Froces from Libya, On Agreeing to the Resolution"
Agreed to,-0.026953478844348837,-0.01238646111755065,-351.0,1.0,-175.0,176.0,", On Agreeing to the Amendment"
Failed,0.022828863338165348,0.019590892090492848,300.0,-54.0,123.0,-177.0,", On Agreeing to the Amendment"
Agreed to,-0.00036659519747216936,-0.006597510441470617,5.0,85.0,45.0,40.0,", On Agreeing to the Amendment"
Passed,0.007345628255078347,-0.056222480394130844,50.0,408.0,229.0,179.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes, On Retaining Title II (Department of Veterans Affairs)"
Failed,-0.03148827461639235,-0.006104501813274784,-414.0,-50.0,-232.0,182.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.006839261531038938,-0.0571079925658182,42.0,406.0,224.0,182.0,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2012, and for other purposes, On Passage"
Passed,0.031220510037647798,0.005262368615316245,407.0,55.0,231.0,-176.0,"Providing for consideration of H.R. 2112, making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2012, and for other purposes., On Agreeing to the Resolution"
Failed,-0.030086302268348675,-0.008713095066936617,-391.0,-33.0,-212.0,179.0,", On Agreeing to the Amendment"
Agreed to,0.03036139676039297,0.00965994851152197,399.0,27.0,213.0,-186.0,", On Agreeing to the Amendment"
Agreed to,-0.0038343855235752743,-0.04515498463728741,-74.0,282.0,104.0,178.0,", On Agreeing to the Amendment"
Failed,0.00992361152419784,0.035235663650894665,144.0,-184.0,-20.0,-164.0,", On Agreeing to the Amendment"
Failed,0.0071353887023384915,0.04483800903390193,119.0,-255.0,-68.0,-187.0,", On Agreeing to the Amendment"
Failed,0.010954346534194923,0.03400721237060019,157.0,-173.0,-8.0,-165.0,", On Agreeing to the Amendment"
Failed,-0.02170102873838338,0.012309854604498068,-252.0,-140.0,-196.0,56.0,", On Agreeing to the Amendment"
Failed,0.00840731367126811,0.038862072330955524,129.0,-211.0,-41.0,-170.0,", On Agreeing to the Amendment"
Failed,-0.025587829134147155,-0.008070847251784637,-324.0,-24.0,-174.0,150.0,", On Agreeing to the Amendment"
Failed,0.013161239722589214,0.03053040325069589,178.0,-146.0,16.0,-162.0,", On Agreeing to the Amendment"
Failed,0.0036223593405741474,0.04912525308367112,78.0,-296.0,-109.0,-187.0,", On Agreeing to the Amendment"
Failed,0.013306364122449536,0.03815912451464996,189.0,-187.0,1.0,-188.0,", On Agreeing to the Amendment"
Failed,0.00886893924829564,0.041143085197404276,139.0,-225.0,-43.0,-182.0,", On Agreeing to the Amendment"
Failed,0.014135037966400383,0.03604890947217389,200.0,-176.0,12.0,-188.0,", On Agreeing to the Amendment"
Failed,0.011560740280014288,0.040058503295866264,168.0,-208.0,-20.0,-188.0,", On Agreeing to the Amendment"
Failed,0.013469779499464204,0.037350105119983,191.0,-183.0,4.0,-187.0,", On Agreeing to the Amendment"
Failed,0.02023427981820204,0.025152696963545985,269.0,-93.0,88.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.029300102780164546,-0.0022499415642231553,-370.0,-68.0,-219.0,151.0,", On Agreeing to the Amendment"
Agreed to,0.028052774808831973,0.010692477700724953,367.0,11.0,189.0,-178.0,", On Agreeing to the Amendment"
Agreed to,-0.010009852654184463,-0.0032282699790300105,-118.0,26.0,-46.0,72.0,", On Agreeing to the Amendment"
Failed,-0.030243575613799995,-0.0033895822378314563,-381.0,-63.0,-222.0,159.0,", On Agreeing to the Amendment"
Failed,-0.029458757015038216,0.0009696621715524717,-365.0,-85.0,-225.0,140.0,", On Agreeing to the Amendment"
Agreed to,-0.010135229662962769,-0.008422202130956664,-135.0,23.0,-56.0,79.0,", On Agreeing to the Amendment"
Failed,-0.01722592168011229,0.011867899046104517,-196.0,-108.0,-152.0,44.0,", On Agreeing to the Amendment"
Failed,0.01893283041197069,0.02620437252453008,261.0,-107.0,77.0,-184.0,", On Agreeing to the Amendment"
Agreed to,0.029596045222422145,0.0030842935936812596,370.0,64.0,217.0,-153.0,", On Agreeing to the Amendment"
Agreed to,0.030970529018768747,0.006814366794266472,402.0,42.0,222.0,-180.0,", On Agreeing to the Amendment"
Failed,-0.03051579844952875,-0.004701185029611308,-394.0,-56.0,-225.0,169.0,", On Agreeing to the Amendment"
Agreed to,0.030537585783824935,0.004009679795784406,387.0,59.0,223.0,-164.0,", On Agreeing to the Amendment"
Failed,-0.029880862442666196,-0.004082674083079717,-383.0,-53.0,-218.0,165.0,", On Agreeing to the Amendment"
Agreed to,-0.014284931664461284,-0.030406820172036667,-200.0,156.0,-22.0,178.0,", On Agreeing to the Amendment"
Failed,-0.005867112234472447,0.033300459324913545,-63.0,-251.0,-157.0,-94.0,", On Agreeing to the Amendment"
Failed,-0.018429623360684426,0.017454270192065077,-201.0,-155.0,-178.0,23.0,", On Agreeing to the Amendment"
Failed,0.010788902831215096,0.038429213348274434,161.0,-201.0,-20.0,-181.0,", On Agreeing to the Amendment"
Agreed to,0.01146111625950689,-0.015841169398593372,135.0,155.0,145.0,10.0,", On Agreeing to the Amendment"
Failed,-0.008748704225194975,0.006173758957265784,-94.0,-42.0,-68.0,26.0,", On Agreeing to the Amendment"
Failed,-0.009161677572393112,0.008977361840910653,-106.0,-92.0,-99.0,7.0,", On Agreeing to the Amendment"
Failed,0.0026917922660433173,0.03563462365297998,61.0,-213.0,-76.0,-137.0,", On Agreeing to the Amendment"
Failed,-0.03162375827160524,-0.00640690366746995,-416.0,-48.0,-232.0,184.0,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2012, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.0289177682526653,0.00817042784119108,382.0,14.0,198.0,-184.0,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2012, and for other purposes, On Passage"
Passed,0.007336502213618788,-0.05420780559011006,52.0,396.0,224.0,172.0,"To designate the facility of the United States Postal Service located at 5014 Gary Avenue in Lubbock, Texas, as the “Sergeant Chris Davis Post Office”, On Motion to Suspend the Rules and Pass"
Passed,0.007380208322719023,-0.05460955817351549,52.0,398.0,225.0,173.0,"To designate the facility of the United States Postal Service located at 1081 Elbel Road in Schertz, Texas, as the “Schertz Veterans Post Office”, On Motion to Suspend the Rules and Pass"
Passed,0.007478149590020853,-0.054327998107996676,53.0,397.0,225.0,172.0,"To designate the facility of the United States Postal Service located at 4865 Tallmadge Road in Rootstown, Ohio, as the “Marine Sgt. Jeremy E. Murray Post Office”, On Motion to Suspend the Rules and Pass"
Passed,0.029028466266481836,0.007792011689959172,382.0,26.0,204.0,-178.0,"Providing for consideration of the bill (H.R. 2021) to amend the Clean Air Act regarding air pollution from Outer Continental Shelf activities, and providing for consideration of the bill (H.R. 1249) to amend title 35, United States Code, to provide for patent reform, On Question of Consideration of the Resolution"
Passed,0.031299896601646025,0.006318435448265353,410.0,46.0,228.0,-182.0,"Providing for consideration of the bill (H.R. 2021) to amend the Clean Air Act regarding air pollution from Outer Continental Shelf activities, and providing for consideration of the bill (H.R. 1249) to amend title 35, United States Code, to provide for patent reform, On Ordering the Previous Question"
Passed,0.030595416995745927,0.003884136958985184,383.0,53.0,218.0,-165.0,"Providing for consideration of the bill (H.R. 2021) to amend the Clean Air Act regarding air pollution from Outer Continental Shelf activities, and providing for consideration of the bill (H.R. 1249) to amend title 35, United States Code, to provide for patent reform, On Agreeing to the Resolution"
Failed,0.03205166450415951,0.006578694082530925,422.0,48.0,235.0,-187.0,"To terminate the Election Assistance Commission, and for other purposes, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.030964761969991258,-0.001571363172862075,-386.0,-72.0,-229.0,157.0,", On Agreeing to the Amendment"
Failed,-0.030214085607888064,0.0015923028579611404,-371.0,-87.0,-229.0,142.0,", On Agreeing to the Amendment"
Failed,-0.02963965250078831,-0.0034114307280165702,-369.0,-55.0,-212.0,157.0,", On Agreeing to the Amendment"
Failed,-0.02943062093731858,0.0023209895463267433,-355.0,-91.0,-223.0,132.0,", On Agreeing to the Amendment"
Failed,-0.031403324036436114,-0.00011208649868950509,-385.0,-81.0,-233.0,152.0,", On Agreeing to the Amendment"
Failed,-0.030663391087486586,-0.0002739682769276893,-374.0,-78.0,-226.0,148.0,", On Agreeing to the Amendment"
Failed,-0.031081353119817322,-0.00345866372817324,-389.0,-57.0,-223.0,166.0,", On Agreeing to the Amendment"
Failed,-0.029926858550836398,-0.002246736698768043,-366.0,-62.0,-214.0,152.0,", On Agreeing to the Amendment"
Failed,-0.030852997698376437,-0.004744204913644635,-384.0,-52.0,-218.0,166.0,", On Agreeing to the Amendment"
Failed,-0.02922325955516844,0.0042710687940106205,-350.0,-102.0,-226.0,124.0,", On Agreeing to the Amendment"
Failed,-0.03164573581849756,-0.0026152003049646298,-398.0,-68.0,-233.0,165.0,"Jobs and Energy Permitting Act of 2011, On Motion to Recommit with Instructions"
Passed,0.030185843086560374,-0.0014596752044143194,370.0,86.0,228.0,-142.0,"Jobs and Energy Permitting Act of 2011, On Passage"
Passed,0.03101343582678367,0.001101388378322732,393.0,79.0,236.0,-157.0,"Providing for the consideration of H.R. 2219, making appropriations for the Department of Defense for the fiscal year ending September 30, 2012, and for other purposes, On Ordering the Previous Question"
Passed,0.03133274197866621,0.0008599650270274095,390.0,78.0,234.0,-156.0,"Providing for the consideration of H.R. 2219, making appropriations for the Department of Defense for the fiscal year ending September 30, 2012, and for other purposes, On Agreeing to the Resolution"
Agreed to,0.01748021207304458,-0.01757970330080252,195.0,143.0,169.0,-26.0,", On Agreeing to the Amendment"
Failed,-0.011160877599106372,0.02897906439314447,-111.0,-211.0,-161.0,-50.0,", On Agreeing to the Amendment"
Failed,-0.0063375057475336585,0.038308989755908546,-51.0,-261.0,-156.0,-105.0,", On Agreeing to the Amendment"
Agreed to,-0.01806110197473304,-0.00851268147742432,-223.0,25.0,-99.0,124.0,", On Agreeing to the Amendment"
Failed,-0.0008452257053105513,0.02800831186823272,18.0,-166.0,-74.0,-92.0,", On Agreeing to the Amendment"
Failed,0.004714214834890923,0.0397028116181979,87.0,-237.0,-75.0,-162.0,", On Agreeing to the Amendment"
Failed,-0.0023754179791820153,0.0393790293789205,3.0,-261.0,-129.0,-132.0,", On Agreeing to the Amendment"
Failed,-0.009781389334171706,0.014015960593617018,-106.0,-104.0,-105.0,1.0,", On Agreeing to the Amendment"
Failed,-0.0303726326023488,-0.0010011069526296473,-387.0,-79.0,-233.0,154.0,"To amend title 35, United States Code, to provide for patent reform, On Motion to Recommit with Instructions"
Passed,0.0035573491044193347,-0.02993994761096906,14.0,188.0,101.0,87.0,"To amend title 35, United States Code, to provide for patent reform, On Passage"
Passed,0.029696034294748163,0.0022670279766897365,379.0,73.0,226.0,-153.0,"Providing for consideration of H. J. Res. 68, Authorizing the limited use of United States Armed Forces in support of the Nato mission in Libya; and consideration of H. R. 2278, to limit the use of funds appropriated to the Department of Defense for United States Armed Forces in support of NATO operations in Libya, On Agreeing to the Resolution"
Failed,-0.020901497961441595,0.014131159282343472,-262.0,-172.0,-217.0,45.0,"Authorizing the limited use of the United States Armed Forces in support of the NATO mission in Libya, On Passage"
Failed,0.011961652765646754,0.011568599999115478,169.0,-59.0,55.0,-114.0,"To limit the use of funds appropriated to the Department of Defense for United States Armed Forces in support of North Atlantic Treaty Organization Operation Unified Protector with respect to Libya, unless otherwise specifically authorized by law, On Passage"
Failed,-0.030756598890775665,-0.0026911003147130417,-382.0,-66.0,-224.0,158.0,", On Agreeing to the Amendment"
Failed,0.0020340178261786714,0.040841580973823975,57.0,-241.0,-92.0,-149.0,", On Agreeing to the Amendment"
Failed,-0.027089021974291458,0.006348750199212582,-324.0,-114.0,-219.0,105.0,", On Agreeing to the Amendment"
Agreed to,-0.020319816955145148,-0.020016583390134308,-270.0,86.0,-92.0,178.0,", On Agreeing to the Amendment"
Failed,-0.016706849463783795,0.030004451959275733,-176.0,-224.0,-200.0,-24.0,", On Agreeing to the Amendment"
Agreed to,0.02863986476224677,0.01276308115273043,376.0,4.0,190.0,-186.0,", On Agreeing to the Amendment"
Agreed to,0.02883147955102765,0.011558822098813898,379.0,13.0,196.0,-183.0,", On Agreeing to the Amendment"
Failed,-0.019345121663564238,0.028930894770659986,-208.0,-226.0,-217.0,-9.0,", On Agreeing to the Amendment"
Failed,-0.022983788150114464,0.01838935021652922,-262.0,-162.0,-212.0,50.0,", On Agreeing to the Amendment"
Failed,-0.028426125149779734,0.0017213984795910109,-345.0,-77.0,-211.0,134.0,", On Agreeing to the Amendment"
Failed,-0.0009352513652114385,0.029305890096994164,18.0,-166.0,-74.0,-92.0,", On Agreeing to the Amendment"
Failed,-0.021663423590323378,0.0240499664061069,-240.0,-200.0,-220.0,20.0,", On Agreeing to the Amendment"
Failed,-0.01802788662333809,-0.0021773406906870026,-223.0,-7.0,-115.0,108.0,", On Agreeing to the Amendment"
Failed,-0.014079349847002466,0.019438619015518112,-162.0,-138.0,-150.0,12.0,", On Agreeing to the Amendment"
Failed,-0.01584874736633997,0.0260758268823014,-169.0,-187.0,-178.0,-9.0,", On Agreeing to the Amendment"
Failed,-0.0016008674848069764,0.02497271085096489,5.0,-145.0,-70.0,-75.0,", On Agreeing to the Amendment"
Agreed to,-0.011299820080068362,-0.005627563938777191,-141.0,25.0,-58.0,83.0,", On Agreeing to the Amendment"
Failed,-0.020662841249913244,0.007078173305526553,-249.0,-93.0,-171.0,78.0,", On Agreeing to the Amendment"
Agreed to,0.015354212071597595,0.006512841266399566,211.0,23.0,117.0,-94.0,", On Agreeing to the Amendment"
Failed,0.005197088683670365,0.012896217929660843,83.0,-31.0,26.0,-57.0,", On Agreeing to the Amendment"
Failed,0.007660772066703749,0.01944080326046629,118.0,-74.0,22.0,-96.0,", On Agreeing to the Amendment"
Agreed to,0.030582301446669378,0.0014539388316589365,373.0,73.0,223.0,-150.0,", On Agreeing to the Amendment"
Failed,-0.0064789261178023385,0.02617152532661499,-59.0,-155.0,-107.0,-48.0,", On Agreeing to the Amendment"
