Boehner,0.032482320179977896,0.006387083247926802,432.0,50.0,241.0,-191.0,", Election of the Speaker"
Agreed to,0.006535352884975442,-0.023471313096471488,79.0,205.0,142.0,63.0,", On Agreeing to the Amendment"
Failed,-0.0009506618427328723,0.03983846935829153,21.0,-249.0,-114.0,-135.0,", On Agreeing to the Amendment"
Failed,0.009318761148990065,0.023980777961299146,144.0,-104.0,20.0,-124.0,", On Agreeing to the Amendment"
Failed,-0.02449236851334686,0.006239951145125426,-296.0,-88.0,-192.0,104.0,", On Agreeing to the Amendment"
Agreed to,0.03103966811844847,-0.0005853412559925681,383.0,85.0,234.0,-149.0,", On Agreeing to the Amendment"
Failed,-0.01923651428143882,0.006657326241973553,-223.0,-63.0,-143.0,80.0,", On Agreeing to the Amendment"
Passed,0.008525609925803201,-0.05560702632196707,63.0,401.0,232.0,169.0,"Reaffirming the United States commitment to a negotiated settlement of the Israeli-Palestinian conflict through direct Israeli-Palestinian negotiations, and for other purposes, On Motion to Suspend the Rules and Agree"
Failed,-0.0007867821967700397,0.05272106638537165,27.0,-341.0,-157.0,-184.0,", On Agreeing to the Amendment"
Failed,-0.0076193341305554815,0.027129145280288047,-71.0,-177.0,-124.0,-53.0,", On Agreeing to the Amendment"
Failed,0.0011767367317582992,0.03764087789957498,39.0,-221.0,-91.0,-130.0,", On Agreeing to the Amendment"
Agreed to,0.03061766479730464,0.0049616765317660955,384.0,52.0,218.0,-166.0,", On Agreeing to the Amendment"
Failed,-0.01624138519113171,0.025899770749752766,-176.0,-194.0,-185.0,-9.0,", On Agreeing to the Amendment"
Failed,0.005377780293864971,0.019811007038090432,89.0,-83.0,3.0,-86.0,", On Agreeing to the Amendment"
Failed,-0.03168632739113702,-0.006227560386380985,-414.0,-46.0,-230.0,184.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2012, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.016834444172919592,-0.033723517973184465,175.0,249.0,212.0,37.0,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2012, and for other purposes, On Passage"
Passed,0.027855954425734963,-0.007184258156895638,339.0,123.0,231.0,-108.0,"Providing for consideration of the bill (H.R. 1309) to extend the authorization of the national flood insurance program, On Agreeing to the Resolution"
Failed,-0.024812507174109138,0.004163063484752022,-300.0,-84.0,-192.0,108.0,", On Agreeing to the Amendment"
Agreed to,0.02579920200814615,0.007952270516914814,330.0,26.0,178.0,-152.0,", On Agreeing to the Amendment"
Agreed to,0.01643738516228657,-0.003383598308641414,191.0,73.0,132.0,-59.0,", On Agreeing to the Amendment"
Agreed to,0.02850214436973209,0.00917049377109443,373.0,27.0,200.0,-173.0,", On Agreeing to the Amendment"
Failed,0.00897904293434501,0.04053870348583529,139.0,-217.0,-39.0,-178.0,", On Agreeing to the Amendment"
Agreed to,0.02948489125606509,0.009155650120939848,384.0,28.0,206.0,-178.0,", On Agreeing to the Amendment"
Failed,-0.029604834204383614,0.00012402024209769874,-356.0,-80.0,-218.0,138.0,", On Agreeing to the Amendment"
Failed,-0.028315900440273083,0.005837155276272963,-336.0,-112.0,-224.0,112.0,", On Agreeing to the Amendment"
Failed,0.020123926744623766,0.02571707836515937,267.0,-95.0,86.0,-181.0,", On Agreeing to the Amendment"
Failed,-0.029115630429811665,-9.968351007309762e-06,-356.0,-76.0,-216.0,140.0,", On Agreeing to the Amendment"
Failed,-0.028003363811304513,-0.0011815273339983133,-345.0,-65.0,-205.0,140.0,", On Agreeing to the Amendment"
Failed,0.01509725255444512,0.034688877022795314,207.0,-161.0,23.0,-184.0,", On Agreeing to the Amendment"
Failed,-0.024648951800401775,0.018265562829919306,-285.0,-177.0,-231.0,54.0,", On Agreeing to the Amendment"
Failed,0.01424556376351842,0.035483007221798694,195.0,-169.0,13.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.024932501430935932,0.00870621222165845,-308.0,-124.0,-216.0,92.0,", On Agreeing to the Amendment"
Failed,0.017566499525722604,0.030006264202304705,235.0,-125.0,55.0,-180.0,", On Agreeing to the Amendment"
Failed,-0.02665285491850062,-0.0059497753512731495,-332.0,-32.0,-182.0,150.0,", On Agreeing to the Amendment"
Failed,0.012767513954360855,0.03673662069698552,178.0,-186.0,-4.0,-182.0,", On Agreeing to the Amendment"
Failed,-0.012142945623207134,0.00775247772257035,-146.0,-90.0,-118.0,28.0,", On Agreeing to the Amendment"
Failed,-0.02776007294381695,0.009570551235321597,-327.0,-131.0,-229.0,98.0,", On Agreeing to the Amendment"
Failed,-0.027799965667183495,-0.005183592533931508,-349.0,-35.0,-192.0,157.0,", On Agreeing to the Amendment"
Failed,0.010675692870906925,0.03653562666923896,159.0,-187.0,-14.0,-173.0,", On Agreeing to the Amendment"
Agreed to,-0.011191088963426375,-0.018374984877282775,-162.0,98.0,-32.0,130.0,", On Agreeing to the Amendment"
Agreed to,0.030462740385005793,0.003054858437958538,382.0,58.0,220.0,-162.0,", On Agreeing to the Amendment"
Failed,0.022662058482736003,0.019456841427606085,300.0,-52.0,124.0,-176.0,", On Agreeing to the Amendment"
Failed,-0.02771010130142625,-0.006313943354850884,-352.0,-38.0,-195.0,157.0,", On Agreeing to the Amendment"
Failed,-0.0018607461428151511,0.052123327556908364,14.0,-346.0,-166.0,-180.0,", On Agreeing to the Amendment"
Failed,-0.03080754270873961,-0.004141903772547584,-401.0,-63.0,-232.0,169.0,"To extend the authorization of the national flood insurance program, to achieve reforms to improve the financial integrity and stability of the program, and to increase the role of private markets in the management of flood insurance risk, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.004151809713053978,-0.05604990070755952,10.0,384.0,197.0,187.0,"To extend the authorization of the national flood insurance program, to achieve reforms to improve the financial integrity and stability of the program, and to increase the role of private markets in the management of flood insurance risk, and for other purposes, On Passage"
Failed,0.030753988098872746,0.006998633042932485,396.0,40.0,218.0,-178.0,"Better Use of Light Bulbs Act, On Motion to Suspend the Rules and Pass"
Passed,0.0317462499656586,0.0011467831567474084,397.0,79.0,238.0,-159.0,"Providing for consideration of the bill (H.R. 2018), to amend the Federal Water Pollution Control Act to preserve the authority of each State to make determinations relating to the State’s water quality standards, and for other purposes, On Agreeing to the Resolution"
Failed,-0.031585880879210285,-0.00034044619748488175,-390.0,-82.0,-236.0,154.0,", On Agreeing to the Amendment"
Agreed to,0.029228162394340545,-0.006245850464112812,348.0,116.0,232.0,-116.0,", On Agreeing to the Amendment"
Failed,-0.02943587775371668,-0.0068345224764826806,-364.0,-40.0,-202.0,162.0,", On Agreeing to the Amendment"
Failed,-0.02999057456126109,-0.0036208466159342676,-369.0,-59.0,-214.0,155.0,", On Agreeing to the Amendment"
Failed,-0.030434922681351874,-0.004333723802197743,-376.0,-54.0,-215.0,161.0,", On Agreeing to the Amendment"
Failed,-0.031244632341854518,-0.0013516689579447575,-388.0,-74.0,-231.0,157.0,", On Agreeing to the Amendment"
Failed,-0.031115628053668635,0.0007801061537332612,-383.0,-87.0,-235.0,148.0,", On Agreeing to the Amendment"
Failed,-0.03226984109713842,-0.006298815220109694,-422.0,-50.0,-236.0,186.0,"To amend the Federal Water Pollution Control Act to preserve the authority of each State to make determinations relating to the State’s water quality standards, and for other purposes, On Motion to Recommit with Instructions"
Passed,0.029755619472217134,0.003953863073933917,366.0,54.0,210.0,-156.0,"To amend the Federal Water Pollution Control Act to preserve the authority of each State to make determinations relating to the State’s water quality standards, and for other purposes, On Passage"
Failed,-0.028484885501775754,0.001826810311726289,-365.0,-89.0,-227.0,138.0,", On Agreeing to the Amendment"
Agreed to,-0.010977151914249935,-0.018161786250428236,-149.0,99.0,-25.0,124.0,", On Agreeing to the Amendment"
Failed,-0.028867406981151623,0.00350801311347039,-355.0,-97.0,-226.0,129.0,", On Agreeing to the Amendment"
Failed,0.01545582475438062,0.03357079490801004,215.0,-155.0,30.0,-185.0,", On Agreeing to the Amendment"
Failed,0.009407759737411687,0.042496312745693196,145.0,-229.0,-42.0,-187.0,", On Agreeing to the Amendment"
Agreed to,-0.026095149197574052,-0.011677162033196605,-344.0,2.0,-171.0,173.0,", On Agreeing to the Amendment"
Failed,0.011618048104789494,0.0382295219258396,169.0,-195.0,-13.0,-182.0,", On Agreeing to the Amendment"
Agreed to,0.024049535272199708,-0.016606422188726364,279.0,167.0,223.0,-56.0,", On Agreeing to the Amendment"
Failed,0.022501284205953837,0.019629148002492356,300.0,-52.0,124.0,-176.0,", On Agreeing to the Amendment"
Agreed to,0.030435511358191805,3.555782754702686e-05,377.0,79.0,228.0,-149.0,", On Agreeing to the Amendment"
Failed,-0.027801124195394402,0.004969897514563064,-334.0,-106.0,-220.0,114.0,", On Agreeing to the Amendment"
Failed,0.023736782355849584,0.020370288184512125,313.0,-55.0,129.0,-184.0,", On Agreeing to the Amendment"
Agreed to,-0.02692521478896924,-0.011866132255981592,-342.0,2.0,-170.0,172.0,", On Agreeing to the Amendment"
Failed,0.006683710484532384,0.045119541127392075,113.0,-261.0,-74.0,-187.0,", On Agreeing to the Amendment"
Failed,-0.028311729131502223,0.0062653943762896675,-351.0,-117.0,-234.0,117.0,", On Agreeing to the Amendment"
Failed,-0.0031156585563909185,0.045209377853470914,-5.0,-285.0,-145.0,-140.0,", On Agreeing to the Amendment"
Agreed to,0.005004084378667203,-0.01365466682543896,53.0,123.0,88.0,35.0,", On Agreeing to the Amendment"
