Pelosi,0.03981691166975462,0.01787077185648573,-423.0,5.0,-209.0,214.0,", Election of the Speaker"
Passed,0.0403609484027894,0.017383901858124332,-426.0,10.0,-208.0,218.0,"Providing for consideration of the bill (H.R. 803) the Colorado Wilderness Act, and providing for consideration of the bill (H.R. 5) the Equality Act, On Agreeing to the Resolution"
Passed,0.015763999984635554,-0.04771433579340682,-35.0,403.0,184.0,219.0,"Effective Assistance of Counsel in the Digital Era Act, On Motion to Suspend the Rules and Pass"
Passed,0.013663372533071703,-0.05157059876543456,-9.0,429.0,210.0,219.0,"Puerto Rico Recovery Accuracy in Disclosures Act, On Motion to Suspend the Rules and Pass"
Failed,-0.03973204713519098,-0.015888537928957495,414.0,-20.0,197.0,-217.0,", On Motion to Adjourn"
Passed,0.040649924530906364,0.01675214953424684,-425.0,19.0,-203.0,222.0,"Equality Act, On Passage"
Passed,0.03882845006220205,0.015760404242569526,-406.0,16.0,-195.0,211.0,"Equality Act, Table Motion to Reconsider"
Agreed to,0.039565798626556126,0.013630590277511912,-405.0,31.0,-187.0,218.0,", On Agreeing to the Amendment"
Agreed to,-0.03622671310980487,-0.019179334874960197,388.0,16.0,202.0,-186.0,", On Agreeing to the Amendment"
Failed,-0.03924659779201203,-0.014177557482776555,401.0,-29.0,186.0,-215.0,", On Agreeing to the Amendment"
Failed,-0.04026715296117648,-0.016552185166119143,423.0,-17.0,203.0,-220.0,"Colorado Wilderness Act, On Motion to Recommit"
Passed,0.03980374390198159,0.014374718993248072,-410.0,28.0,-191.0,219.0,"Colorado Wilderness Act, On Passage"
Passed,0.03998825018267748,0.01704147457995324,-422.0,12.0,-205.0,217.0,"Providing for consideration of the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5, On Ordering the Previous Question"
Passed,0.040583052206556135,0.017707822065481996,-429.0,9.0,-210.0,219.0,"Providing for consideration of the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5, On Agreeing to the Resolution"
Failed,-0.04022214894699895,-0.016896266380970457,423.0,-13.0,205.0,-218.0,"American Rescue Plan Act, On Motion to Recommit"
Passed,0.04030411253823627,0.017998450780058895,-428.0,8.0,-210.0,218.0,"American Rescue Plan Act, On Passage"
Passed,0.04009406138056133,0.016041169006833365,-421.0,19.0,-201.0,220.0,"Providing for consideration of the bill (H.R. 1) For the People Act and providing for consideration of the bill (H.R. 1280) George Floyd Justice in Policing Act., On Ordering the Previous Question"
Passed,0.03994327670922401,0.017210864883899425,-421.0,11.0,-205.0,216.0,"Providing for consideration of the bill (H.R. 1) For the People Act and providing for consideration of the bill (H.R. 1280) George Floyd Justice in Policing Act., On Agreeing to the Resolution"
Agreed to,0.04054800294507391,0.017766074631313817,-428.0,8.0,-210.0,218.0,", On Agreeing to the Amendment"
Failed,0.010654018674148245,0.03699571012293858,-187.0,-231.0,-209.0,-22.0,", On Agreeing to the Amendment"
Failed,-0.03994965311010636,-0.01700637901546497,419.0,-11.0,204.0,-215.0,", On Agreeing to the Amendment"
Agreed to,0.040550282262506794,0.01662300238487222,-422.0,14.0,-204.0,218.0,", On Agreeing to the Amendment"
Failed,-0.0363758710543117,-0.010713883629209471,368.0,-40.0,164.0,-204.0,", On Motion to Adjourn"
Failed,0.017389410447639767,0.03251376928899323,-241.0,-177.0,-209.0,32.0,", On Agreeing to the Amendment"
Agreed to,0.040746311890828495,0.01674547801321082,-425.0,15.0,-205.0,220.0,", On Agreeing to the Amendment"
Failed,-0.04043411064479936,-0.01745032191648569,427.0,-11.0,208.0,-219.0,"George Floyd Justice in Policing Act of 2021, On Motion to Recommit"
Passed,0.04015345169138183,0.017957366920094118,-427.0,9.0,-209.0,218.0,"George Floyd Justice in Policing Act of 2021, On Passage"
Failed,-0.04057751530874586,-0.017686204354893445,429.0,-9.0,210.0,-219.0,"For the People Act, On Motion to Recommit"
Passed,0.04038973704905872,0.0177025960275762,-429.0,11.0,-209.0,220.0,"For the People Act, On Passage"
Passed,0.038796741470851465,0.01594181645529716,-408.0,18.0,-195.0,213.0,"Providing for consideration of H.R. 842, Protecting the Right to Organize Act; H.R. 8, Bipartisan Background Checks Act; H.R. 1446, Enhanced Background Checks Act; and for other purposes, On Ordering the Previous Question"
Passed,0.039422709605111066,0.01578533817126907,-413.0,21.0,-196.0,217.0,"Providing for consideration of H.R. 842, Protecting the Right to Organize Act; H.R. 8, Bipartisan Background Checks Act; H.R. 1446, Enhanced Background Checks Act; and for other purposes, On Agreeing to the Resolution"
Passed,0.040051097245083246,0.017232389941070632,-422.0,10.0,-206.0,216.0,"Providing for consideration of the Senate amendment to the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5, On Ordering the Previous Question"
Passed,0.04046693384284922,0.01770171664411318,-427.0,9.0,-209.0,218.0,"Providing for consideration of the Senate amendment to the bill (H.R. 1319) to provide for reconciliation pursuant to title II of S. Con. Res. 5, On Agreeing to the Resolution"
Agreed to,0.03987134070107177,0.014100956741792327,-409.0,31.0,-189.0,220.0,", On Agreeing to the Amendment"
Failed,-0.03823177146414227,-0.009704480401242329,378.0,-58.0,160.0,-218.0,", On Agreeing to the Amendment"
Failed,-0.04017437328761018,-0.017109384854243872,424.0,-12.0,206.0,-218.0,"Protecting the Right to Organize Act, On Motion to Recommit"
Passed,0.0402726508635015,0.016292999445936828,-420.0,20.0,-200.0,220.0,"Protecting the Right to Organize Act, On Passage"
Failed,-0.03200124983903956,-0.002109155318734586,304.0,-86.0,109.0,-195.0,", On Motion to Adjourn"
Passed,0.040502310516456724,0.017881639675910745,-430.0,10.0,-210.0,220.0,"American Rescue Plan Act, On Motion to Concur in the Senate Amendment"
Agreed to,0.04004131990321671,0.015198265848437684,-413.0,23.0,-195.0,218.0,", On Agreeing to the Amendment"
Failed,-0.04028043546938869,-0.017407424653881634,424.0,-10.0,207.0,-217.0,"Bipartisan Background Checks Act, On Motion to Recommit"
Passed,0.040049783566090354,0.014930459143111965,-413.0,25.0,-194.0,219.0,"Bipartisan Background Checks Act, On Passage"
Failed,-0.03963339468300417,-0.01738602534388315,418.0,-6.0,206.0,-212.0,"Enhanced Background Checks Act of 2021, On Motion to Recommit"
Passed,0.040203152416171374,0.01725982833905515,-422.0,10.0,-206.0,216.0,"Enhanced Background Checks Act of 2021, On Passage"
Passed,0.03946242847885284,0.01638782972176223,-412.0,12.0,-200.0,212.0,"Providing for consideration of the bill H.R. 1620, Violence Against Women Reauthorization Act; H.R. 6, American Dream and Promise Act; H.R. 1603, Farm Workforce Modernization Act; H.R. 1868, to prevent across-the-board direct spending cuts and H.J.Res. 17, removing deadline for the ratification of the equal rights adt, On Ordering the Previous Question"
Passed,0.03997263382371989,0.01680689473411851,-418.0,12.0,-203.0,215.0,"Providing for consideration of the bill H.R. 1620, Violence Against Women Reauthorization Act; H.R. 6, American Dream and Promise Act; H.R. 1603, Farm Workforce Modernization Act; H.R. 1868, to prevent across-the-board direct spending cuts and H.J.Res. 17, removing deadline for the ratification of the equal rights adt, On Agreeing to the Resolution"
Passed,0.01457262764732112,-0.04978077113313738,-20.0,412.0,196.0,216.0,"PPP Extension Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.025856360537012,-0.03055467837274347,-162.0,272.0,55.0,217.0,"Stronger Child Abuse Prevention and Treatment Act, On Motion to Suspend the Rules and Pass"
Passed,0.04028179516377272,0.016090700816957945,-418.0,18.0,-200.0,218.0,"Removing the deadline for the ratification of the equal rights amendment, On Passage"
Agreed to,0.03975609203596423,0.013629819436381942,-403.0,31.0,-186.0,217.0,", On Agreeing to the Amendment"
Agreed to,-0.02953056419555178,-0.023255794055017216,330.0,68.0,199.0,-131.0,", On Agreeing to the Amendment"
Failed,-0.035851875814697474,-0.010020138847359495,364.0,-72.0,146.0,-218.0,", On Agreeing to the Amendment"
Passed,0.03729996146106869,0.006142976422257652,-359.0,73.0,-143.0,216.0,"The Violence Against Women Reauthorization Act of 2021, On Passage"
Passed,0.016228408343250237,-0.04899198712785469,-37.0,401.0,182.0,219.0,"To award three congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.015940494421638265,-0.04776939512067205,-37.0,385.0,174.0,211.0,"COVID-19 Bankruptcy Relief Extension Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.020405684822674068,-0.04293195644824277,-86.0,346.0,130.0,216.0,"VOCA Fix to Sustain the Crime Victims Fund Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.04003137287799887,-0.016942429227214922,419.0,-13.0,203.0,-216.0,"Dream Act, On Motion to Recommit"
Passed,0.039950289820813924,0.013724857125732626,-408.0,32.0,-188.0,220.0,"Dream Act, On Passage"
Failed,-0.0404429196601095,-0.0169823028271463,422.0,-14.0,204.0,-218.0,"Farm Workforce Modernization Act, On Motion to Recommit"
Passed,0.03759866807357463,0.0059281720769302874,-360.0,74.0,-143.0,217.0,"Farm Workforce Modernization Act, On Passage"
Passed,0.040055876216956145,0.016270408168761588,-418.0,18.0,-200.0,218.0,"Removing a certain Member from a certain committee of the House of Representatives, On Motion to Table"
Failed,-0.040006763268012765,-0.01688151846074679,418.0,-14.0,202.0,-216.0,"To prevent across-the-board direct spending cuts, and for other purposes, On Motion to Recommit"
Passed,0.037694651026252204,0.006181742424423322,-363.0,71.0,-146.0,217.0,"To prevent across-the-board direct spending cuts, and for other purposes, On Passage"
Passed,0.016747431705711024,-0.047383917498540234,-48.0,384.0,168.0,216.0,"Condemning the military coup that took place on February 1, 2021, in Burma and the Burmese military detention of civilian leaders, calling for the release of all those detained and for those elected to serve Parliament to resume their duties, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,0.02053252313346724,-0.041972894969436826,-88.0,346.0,129.0,217.0,"To prevent across-the-board direct spending cuts, and for other purposes, On Motion to Suspend the Rules and Concur in the Senate Amendment"
Passed,0.01983186333516164,-0.04268249647535011,-80.0,344.0,132.0,212.0,"United States Anti-Doping Agency Reauthorization Act, On Motion to Suspend the Rules and Pass"
Passed,0.01576894673294886,-0.04971946812178625,-30.0,404.0,187.0,217.0,"Food Allergy Safety, Treatment, Education, and Research Act, On Motion to Suspend the Rules and Pass"
Passed,0.015185396206638967,-0.04966188603575316,-24.0,404.0,190.0,214.0,"Advancing Education on Biosimilars Act, On Motion to Suspend the Rules and Pass"
Passed,0.040493963148103655,0.01740588921405238,-425.0,9.0,-208.0,217.0,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act, On Ordering the Previous Question"
Passed,0.04037932493437523,0.017409362656617397,-424.0,10.0,-207.0,217.0,"Providing for consideration of H.R. 7, the Paycheck Fairness Act and H.R. 1195, the Workplace Violence Prevention for Health Care and Social Service Workers Act, On Agreeing to the Resolution"
Passed,0.015652734468142894,-0.04786484136971386,-33.0,383.0,175.0,208.0,"Fraud and Scam Reduction Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.020506862835647,-0.039043831144165785,-95.0,313.0,109.0,204.0,"Nicholas and Zachary Burt Memorial Carbon Monoxide Poisoning Prevention Act, On Motion to Suspend the Rules and Pass"
Agreed to,0.040024188125440466,0.017054351029322515,-419.0,9.0,-205.0,214.0,", On Agreeing to the Amendment"
Failed,-0.036340429112294036,-0.01216747258207875,373.0,-61.0,156.0,-217.0,", On Agreeing to the Amendment"
Passed,0.040606680740297135,0.017574691861275665,-426.0,8.0,-209.0,217.0,"Paycheck Fairness Act, On Passage"
Passed,0.014542830082780353,-0.05000734455654954,-17.0,413.0,198.0,215.0,"TRANSPLANT Act, On Motion to Suspend the Rules and Pass"
Passed,0.015127663552215297,-0.05029778150477937,-23.0,405.0,191.0,214.0,"Protecting Seniors from Emergency Scams Act, On Motion to Suspend the Rules and Pass"
Passed,0.014842858937248458,-0.049372287885659435,-22.0,398.0,188.0,210.0,"Protecting Indian Tribes from Scams Act, On Motion to Suspend the Rules and Pass"
Passed,0.014083260752758318,-0.04965128743475131,-14.0,406.0,196.0,210.0,"Debarment Enforcement of Bad Actor Registrants Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.01235212330639867,-0.050003346890519045,3.0,407.0,205.0,202.0,"Ensuring Compliance Against Drug Diversion Act, On Motion to Suspend the Rules and Pass"
Passed,0.01657962587677529,-0.047526486679728204,-41.0,381.0,170.0,211.0,"Microloan Improvement Act, On Motion to Suspend the Rules and Pass"
Passed,0.01246480924568152,-0.0496923042527202,1.0,405.0,203.0,202.0,"Microloan Transparency and Accountability Act, On Motion to Suspend the Rules and Pass"
Passed,0.015802574941427207,-0.04824885191729569,-32.0,384.0,176.0,208.0,"504 Modernization and Small Manufacturer Enhancement Act, On Motion to Suspend the Rules and Pass"
Failed,-0.034509897237016654,-0.008166346957604905,344.0,-88.0,128.0,-216.0,", On Agreeing to the Amendment"
Passed,0.036908019243835535,0.0036055279793391847,-345.0,89.0,-128.0,217.0,"Workplace Violence Prevention for Health Care and Social Service Workers Act, On Passage"
Passed,0.014070656478407708,-0.04952582559577936,-15.0,403.0,194.0,209.0,"504 Credit Risk Management Improvement Act, On Motion to Suspend the Rules and Pass"
Passed,0.027816549942408564,-0.01872467503815624,-210.0,220.0,5.0,215.0,"SAFE Banking Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.014305843804018717,-0.050379265714716605,-15.0,417.0,201.0,216.0,"Condemning the continued violation of rights and freedoms of the people of Hong Kong by the People’s Republic of China and the Government of the Hong Kong Special Administrative Region, On Motion to Suspend the Rules and Agree"
Passed,0.040381252994353155,0.017847233987443794,-426.0,6.0,-210.0,216.0,"Raising a question of the privileges of the House, On Motion to Table"
Passed,0.04018736448663862,0.017261732172299434,-422.0,10.0,-206.0,216.0,"Providing for consideration of the bill (H.R. 51) Washington, D.C. Admission Act; providing for consideration of the bill (H.R. 1573) Access to Counsel Act; providing for consideration of the bill (H.R. 1333) NO BAN Act; and for other purposes, On Ordering the Previous Question"
Passed,0.04001045084463639,0.017512183700518366,-421.0,7.0,-207.0,214.0,"Providing for consideration of the bill (H.R. 51) Washington, D.C. Admission Act; providing for consideration of the bill (H.R. 1573) Access to Counsel Act; providing for consideration of the bill (H.R. 1333) NO BAN Act; and for other purposes, On Agreeing to the Resolution"
Passed,0.024182218786310355,-0.0336213114676523,-138.0,286.0,74.0,212.0,", On Motion to Suspend the Rules and Pass Certain Bills and Agree to a Resolution"
Failed,-0.04035491879903454,-0.017416251848922943,424.0,-8.0,208.0,-216.0,"NO BAN Act, On Motion to Recommit"
Passed,0.04058373928234183,0.0171787878590645,-425.0,11.0,-207.0,218.0,"NO BAN Act, On Passage"
Failed,-0.04029195345614097,-0.017675307172184563,424.0,-6.0,209.0,-215.0,"Access to Counsel Act, On Motion to Recommit"
Passed,0.04044067976579035,0.017177377145920984,-425.0,11.0,-207.0,218.0,"Access to Counsel Act, On Passage"
Passed,0.023997218433357954,-0.03063341841099045,-149.0,279.0,65.0,214.0,"Protection of Saudi Dissidents Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,-0.0398395014223678,-0.016946176627124998,418.0,-10.0,204.0,-214.0,"Washington, D.C. Admission Act, On Motion to Recommit"
Passed,0.04030786841027187,0.017663883400017077,-425.0,9.0,-208.0,217.0,"Washington, D.C. Admission Act, On Passage"
Passed,0.03209141448108054,-0.011923690765584773,-263.0,169.0,-47.0,216.0,", Table Motion to Reconsider"
Failed,0.03642979295444063,0.004703396398763447,-346.0,82.0,-132.0,214.0,"Fairness in Orphan Drug Exclusivity Act, On Motion to Suspend the Rules and Pass"
Passed,0.03956228231105644,0.0175674163843004,-416.0,6.0,-205.0,211.0,"Providing for consideration of the bill (H.R. 2547) Comprehensive Debt Collection Improvement Act; providing for consideration of the bill (H.R. 1065) Pregnant Workers Fairness Act and for other purposes, On Ordering the Previous Question"
Passed,0.04029629113228501,0.01788219005810202,-424.0,4.0,-210.0,214.0,"Providing for consideration of the bill (H.R. 2547) Comprehensive Debt Collection Improvement Act; providing for consideration of the bill (H.R. 1065) Pregnant Workers Fairness Act and for other purposes, On Agreeing to the Resolution"
Passed,0.02546313173199878,-0.03191685714032282,-153.0,275.0,61.0,214.0,", On Motion to Suspend the Rules and Pass Certain Bills"
Agreed to,0.03934432731725281,0.016917769587978217,-412.0,8.0,-202.0,210.0,", On Agreeing to the Amendment"
Failed,-0.039377938209284265,-0.01748933016060736,414.0,-6.0,204.0,-210.0,", On Agreeing to the Amendment"
Failed,-0.038091310696299896,-0.016168931765834352,399.0,-25.0,187.0,-212.0,", On Agreeing to the Amendment"
Passed,0.040049201184944386,0.017215178322306946,-421.0,9.0,-206.0,215.0,"Comprehensive Debt Collection Improvement Act, On Passage"
Passed,0.0017995496590397693,-0.03551768131602301,70.0,230.0,150.0,80.0,"Behavioral Intervention Guidelines Act of 2021, On Motion to Suspend the Rules and Pass"
Passed,0.02948410717922904,-0.020183635654319597,-219.0,215.0,-2.0,217.0,"Pregnant Workers Fairness Act, On Passage"
Passed,0.01199622893068387,-0.04997464263111283,5.0,407.0,206.0,201.0,"VA Transparency & Trust Act, On Motion to Suspend the Rules and Pass"
Passed,0.023890665969929496,-0.03583980640496862,-133.0,303.0,85.0,218.0,"COVID-19 Hate Crimes Act, On Motion to Suspend the Rules and Pass"
Passed,0.04063338082085488,0.017642441171616823,-426.0,8.0,-209.0,217.0,"Providing for consideration of H.R. 1629,the Fairness in Orphan Drug Exclusivity Act; and H. Res. 275, condemning the horrific shootings in Atlanta, GA on March 16, 2021, On Ordering the Previous Question"
Passed,0.039832243252181536,0.01753888145618281,-418.0,6.0,-206.0,212.0,"Providing for consideration of H.R. 1629,the Fairness in Orphan Drug Exclusivity Act; and H. Res. 275, condemning the horrific shootings in Atlanta, GA on March 16, 2021, On Agreeing to the Resolution"
Passed,0.025528636827728768,-0.03206466255199324,-155.0,275.0,60.0,215.0,", On Motion to Suspend the Rules and Pass Certain Bills"
Passed,0.038180110191118756,0.007129299819207911,-365.0,65.0,-150.0,215.0,"Condemning the horrific shootings in Atlanta, Georgia, on March 16, 2021, and reaffirming the House of Representative’s commitment to combating hate, bigotry, and violence against the Asian-American and Pacific Islander community, On Agreeing to the Resolution"
Passed,0.017330732066481433,-0.04622325687136541,-52.0,380.0,164.0,216.0,"Fairness in Orphan Drug Exclusivity Act, On Passage"
Passed,0.04008000344775904,0.01761581644356249,-421.0,9.0,-206.0,215.0,"Providing for consideration of the bill (H.R. 3233) National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act; and providing for consideration of the bill (H.R. 3237) Emergency Security Supplemental to Respond to January 6th Appropriations Act, 2021, and for other purposes, On Ordering the Previous Question"
Passed,0.04042021251360692,0.01758059855675235,-424.0,8.0,-208.0,216.0,"Providing for consideration of the bill (H.R. 3233) National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act; and providing for consideration of the bill (H.R. 3237) Emergency Security Supplemental to Respond to January 6th Appropriations Act, 2021, and for other purposes, On Agreeing to the Resolution"
Passed,0.04071245457651646,0.017830990218120894,-428.0,8.0,-210.0,218.0,"Directing the Attending Physician to take timely action to provide updated mask wearing guidance applicable to the Hall of the House of Representatives and committee meeting spaces for Members & staff who are vaccinated against Covid-19, consistent with the public guidance released by the CDC & Prevention May 13, 2021, On Motion to Table"
Passed,0.037669792336835047,0.005207967152789766,-358.0,78.0,-140.0,218.0,"National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act, On Passage"
Failed,-0.04050385581448357,-0.01782623451210191,425.0,-9.0,208.0,-217.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes, On Motion to Recommit"
Passed,0.03966071742657322,0.018107227278840874,-420.0,2.0,-209.0,211.0,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes, On Passage"
Passed,0.04028404526756898,0.016645229823920422,-420.0,14.0,-203.0,217.0,"Providing for consideration of the bill (H.R. 256) to repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002; providing for consideration of the bill (H.R. 1187) ESG Disclosure Simplification Act, and for other purposes; and for other purposes, On Ordering the Previous Question"
Passed,0.039951058793403965,0.017030220163390924,-418.0,10.0,-204.0,214.0,"Providing for consideration of the bill (H.R. 256) to repeal the Authorization for Use of Military Force Against Iraq Resolution of 2002; providing for consideration of the bill (H.R. 1187) ESG Disclosure Simplification Act, and for other purposes; and for other purposes, On Agreeing to the Resolution"
Passed,0.03404156959146902,-0.008176007161337883,-289.0,147.0,-71.0,218.0,", On Motion to Suspend the Rules and Pass Certain Bills"
Failed,0.03903361916752191,0.009818878775670436,-384.0,52.0,-166.0,218.0,"Equal Access to Contraception for Veterans Act, On Motion to Suspend the Rules and Pass"
Passed,0.017683309524839465,-0.04835571388707717,-51.0,385.0,167.0,218.0,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.038000539516166776,0.0059530479706664426,-363.0,71.0,-146.0,217.0,"LGBTQ Business Equal Credit Enforcement and Investment Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.04012118931963188,0.017865118153907577,-422.0,6.0,-208.0,214.0,"Providing for consideration of the bill (S. 475) to amend title 5, United States Code, to designate Juneteenth National Independence Day as a legal public holiday, On Agreeing to the Resolution"
Failed,-0.03527420858494301,-0.017484448293429752,373.0,-9.0,182.0,-191.0,", On Agreeing to the Amendment"
Agreed to,0.040154659702970746,0.017911580441561416,-422.0,4.0,-209.0,213.0,", On Agreeing to the Amendment"
