Hastert,-0.03625032919550655,0.027873739208515436,424.0,28.0,226.0,-198.0,", Election of the Speaker"
Agreed to,0.02538564397931086,-0.029014851662018195,-336.0,40.0,-148.0,188.0,", On Agreeing to the Amendment"
Agreed to,0.030135941954506577,-0.029367672337330408,-375.0,17.0,-179.0,196.0,", On Agreeing to the Amendment"
Passed,-0.025988780793591758,-0.0354133160847091,28.0,386.0,207.0,179.0,"Making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, District of Columbia, and independent agencies for the fiscal year ending September 30, 2006, and for other purposes, On Passage"
Passed,-0.034823416765809544,0.026701545800768774,406.0,26.0,216.0,-190.0,"Providing for consideration of motions to suspend the rules, and for other purposes, On Ordering the Previous Question"
Passed,-0.02666918121847863,-0.03354627877859518,38.0,382.0,210.0,172.0,"Expressing the sense of the House of Representatives that a Chinese state-owned energy company exercising control of critical Unted States energy infrastructure and energy production capacity could take action that would threaten to impair the national security of the United States, On Motion to Suspend the Rules and Agree"
Passed,-0.029656676723693393,-0.023739224180043657,107.0,331.0,219.0,112.0,"Expressing the grave disapproval of the House of Representatives regarding the majority opinion of the Supreme Court in the case of Kelo et al. v. City of New London et al. that nullifies the protections afforded private property owners in the Takings Clause of the Fifth Amendment, On Motion to Suspend the Rules and Agree"
Passed,-0.02806955520277455,-0.03714963289809523,36.0,418.0,227.0,191.0,"Making supplemental appropriations for fiscal year 2005 for veterans medical services, On Motion to Suspend the Rules and Pass"
Passed,-0.025420104029472305,-0.03158785471779338,40.0,360.0,200.0,160.0,"Condemning the Democratic People’s Republic of Korea for the abductions and continued captivity of citizens of the Republic of Korea and Japan as acts of terrorism and gross violations of human rights, On Motion to Suspend the Rules and Agree, As Amended"
Passed,-0.025709595199858482,-0.031462582415154663,43.0,361.0,202.0,159.0,"Supporting the goals and ideals of a National Weekend of Prayer and Reflection for Darfur, Sudan, On Motion to Suspend the Rules and Agree"
Passed,-0.03545249450659001,0.02639656230596185,409.0,33.0,221.0,-188.0,"Rule providing for consideration of H.R. 739, H.R. 740, H.R. 741, and H.R. 742, On Ordering the Previous Question"
Passed,-0.03571466988492571,0.02619808360896048,412.0,36.0,224.0,-188.0,"Rule providing for consideration of H.R. 739, H.R. 740, H.R. 741, and H.R. 742, On Agreeing to the Resolution"
Failed,-0.036523691188844534,0.02196729565687219,384.0,66.0,225.0,-159.0,"Providing that the House of Representatives will focus on removing barriers to competitiveness of the United States economy, On Motion to Suspend the Rules and Agree"
Passed,-0.027958277654812177,-0.037530178560479736,33.0,419.0,226.0,193.0,"Commending the State of Kuwait for granting women certain important political rights, On Motion to Suspend the Rules and Agree"
Passed,-0.03655491078554242,0.017662263906549448,357.0,93.0,225.0,-132.0,"Occupational Safety and Health Small Business Day in Court Act, On Passage"
Passed,-0.03644470594209897,0.02457251991617422,402.0,50.0,226.0,-176.0,"Occupational Safety and Health Review Commission Efficiency Act, On Passage"
Passed,-0.03456183941373704,0.02579127669957451,386.0,30.0,208.0,-178.0,"Occupational Safety and Health Independent Review of OSHA Citations Act, On Passage"
Passed,-0.034626834987674694,0.023319094603028064,371.0,49.0,210.0,-161.0,"Occupational Safety and Health Small Employer Access to Justice Act of 2005, On Passage"
Failed,0.030828371587577792,-0.024895881062445672,-349.0,-17.0,-183.0,166.0,"Energy Policy Act of 2005, On Motion to Instruct Conferees"
Failed,-0.002090137068869964,-2.8151114096228906e-05,13.0,11.0,12.0,-1.0,"East Asia Security Act of 2005, On Motion to Suspend the Rules and Pass"
Passed,-0.027667282342342073,-0.03707311854667084,33.0,415.0,224.0,191.0,"Condemning in the strongest terms the terrorist attacks in London, England, on July 7, 2005, On Motion to Suspend the Rules and Agree"
Failed,0.01428288721139971,0.01877443447393253,-20.0,-200.0,-110.0,-90.0,", On Agreeing to the Amendment"
Failed,0.019066879008597378,0.016192536759903797,-56.0,-210.0,-133.0,-77.0,", On Agreeing to the Amendment"
Passed,-0.024340515961688288,-0.03740758796967049,5.0,391.0,198.0,193.0,"To provide for conservation and development of water and related resources, to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States, and for other purposes, On Passage"
Passed,-0.0262779774113317,-0.035892625134415705,27.0,399.0,213.0,186.0,"Commemorating the 60th Anniversary of the conclusion of the War in the Pacific and honoring veterans of both the Pacific and Atlantic theaters of the Second World War, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.026769317334925786,-0.03369214697198475,42.0,384.0,213.0,171.0,"Recognizing the 25th anniversary of the workers’ strikes in Poland in 1980 that led to the establishment of the Solidarity Trade Union, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02514094436235799,-0.03450251315704972,25.0,375.0,200.0,175.0,"Acknowledging African descendants of the transatlantic slave trade in all of the Americas with an emphasis on descendants in Latin America and the Caribbean, recognizing the injustices suffered by these African descendants, and recommending that the United States and the international community..., On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.026402373443942757,-0.03445490544665029,35.0,387.0,211.0,176.0,"Commending the continuing improvement in relations between the United States and the Republic of India, On Motion to Suspend the Rules and Agree"
Passed,-0.03611655849272562,0.027248248344809153,417.0,31.0,224.0,-193.0,"Providing for the consideration of H.R. 2601, Foreign Relations Authorization Act, Fiscal Years 2006 and 2007, On Ordering the Previous Question"
Passed,-0.035953330640531043,0.02596377825305789,411.0,39.0,225.0,-186.0,"Providing for the consideration of H.R. 2601, Foreign Relations Authorization Act, Fiscal Years 2006 and 2007, On Agreeing to the Resolution"
Agreed to,-0.03498045262399565,0.02571086097619442,390.0,32.0,211.0,-179.0,", On Agreeing to the Amendment"
Agreed to,-0.027292303052091564,-0.038687796710191305,20.0,420.0,220.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.027483293038182744,-0.03869145244418265,22.0,422.0,222.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.027777815896179503,-0.038702383759258066,24.0,424.0,224.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.030800029634745835,0.024054168578541663,335.0,19.0,177.0,-158.0,", On Agreeing to the Amendment"
Agreed to,-0.027218797280108134,-0.03852206635021387,22.0,422.0,222.0,200.0,", On Agreeing to the Amendment"
Failed,0.035363164067128354,-0.0028798296846048394,-263.0,-179.0,-221.0,42.0,", On Agreeing to the Amendment"
Agreed to,-0.012089485810612822,-0.03775518266653166,-86.0,316.0,115.0,201.0,", On Agreeing to the Amendment"
Failed,-0.016268687432290388,0.032157419767958925,278.0,-116.0,81.0,-197.0,", On Agreeing to the Amendment"
Agreed to,-0.027172088485480275,-0.03840546039926872,21.0,419.0,220.0,199.0,", On Agreeing to the Amendment"
Agreed to,-0.02868125258190516,-0.010344797273040296,155.0,231.0,193.0,38.0,", On Agreeing to the Amendment"
Agreed to,-0.03509493380895317,0.0019788767453756137,257.0,181.0,219.0,-38.0,", On Agreeing to the Amendment"
Agreed to,-0.03470232774750127,0.005428362203823723,271.0,155.0,213.0,-58.0,", On Agreeing to the Amendment"
Failed,0.03649669122075376,-0.028148038560838584,-425.0,-25.0,-225.0,200.0,"Foreign Relations Authorization Act, Fiscal Years 2006 and 2007, On Motion to Recommit with Instructions"
Passed,-0.02994080538485081,-0.017023248175641548,132.0,274.0,203.0,71.0,"Foreign Relations Authorization Act, Fiscal Years 2006 and 2007, On Passage"
Passed,-0.027401839859871397,-0.03739914904939164,28.0,414.0,221.0,193.0,"Calling for free and fair parliamentary elections in the Republic of Azerbaijan, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.03601057108690789,0.027642223922894487,420.0,28.0,224.0,-196.0,"Providing for the consideration of H.R. 3199, USA PATRIOT and Terrorism Prevention Reauthorization Act, On Ordering the Previous Question"
Passed,-0.036074631702032976,0.027369059197244614,419.0,29.0,224.0,-195.0,"Providing for the consideration of H.R. 3199, USA PATRIOT and Terrorism Prevention Reauthorization Act, On Agreeing to the Resolution"
Agreed to,-0.020431199568711988,-0.03781191120649107,-25.0,375.0,175.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.021791468440684806,-0.03803794905481317,-16.0,384.0,184.0,200.0,", On Agreeing to the Amendment"
Agreed to,-0.03304149558607951,-0.017044374519775043,155.0,295.0,225.0,70.0,", On Agreeing to the Amendment"
Agreed to,-0.01998512406540189,-0.03652755862250358,-23.0,361.0,169.0,192.0,", On Agreeing to the Amendment"
Agreed to,-0.02572814917460279,-0.03813925495629486,12.0,410.0,211.0,199.0,", On Agreeing to the Amendment"
Agreed to,-0.021863828105958234,-0.03807626117788494,-15.0,385.0,185.0,200.0,", On Agreeing to the Amendment"
Agreed to,0.019763648284561362,-0.030822141928899344,-301.0,95.0,-103.0,198.0,", On Agreeing to the Amendment"
Agreed to,-0.031065200850892448,-0.024211007560324023,111.0,335.0,223.0,112.0,", On Agreeing to the Amendment"
Agreed to,-0.030596965867685608,-0.02651280823522334,96.0,348.0,222.0,126.0,", On Agreeing to the Amendment"
Agreed to,0.02435092536194482,-0.027670789369998082,-314.0,40.0,-137.0,177.0,", On Agreeing to the Amendment, as Modified"
Failed,0.034325338875430496,-0.028547535206130095,-408.0,-10.0,-209.0,199.0,"USA PATRIOT and Terrorism Prevention Reauthorization Act, On Motion to Recommit with Instructions"
Passed,-0.03302399376286292,0.014724902920204588,314.0,88.0,201.0,-113.0,"USA PATRIOT and Terrorism Prevention Reauthorization Act, On Passage"
Failed,0.03127718490809508,-0.025401939537483837,-369.0,-15.0,-192.0,177.0,", On Agreeing to the Amendment"
Passed,-0.02602497439076964,-0.03254384108800042,39.0,369.0,204.0,165.0,"National Aeronautics and Space Administration Authorization Act, On Passage"
Passed,-0.02419352459029943,-0.03476085697820068,17.0,377.0,197.0,180.0,"Expressing the sense of Congress with respect to the establishment of an appropriate day for the commemoration of the women suffragists who fought for and won the right of women to vote in the United States, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.024186228185050302,-0.034658618126367544,16.0,372.0,194.0,178.0,"Supporting the goals and ideals of National Life Insurance Awareness Month, and for other purposes, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.02555874954946138,-0.028502755665256757,53.0,333.0,193.0,140.0,"Expressing the sense of the House of Representatives that the Federal Trade Commission should investigate the publication of the video game “Grand Theft Auto: San Andreas” to determine if the publisher intentionally deceived the Entertainment Software Ratings Board to avoid an “Adults -Only” rating, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.027663200295392,-0.03846488292246958,25.0,423.0,224.0,199.0,"Servicemembers’ Group Life Insurance Enhancement Act, On Motion to Suspend the Rules and Pass"
Failed,-0.03559414011812198,0.022216929223689556,377.0,55.0,216.0,-161.0,"United States Trade Rights Enforcement Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027724311101519687,-0.038695991873187126,25.0,425.0,225.0,200.0,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006, On Motion to Instruct Conferees"
Passed,-0.02768130426778926,-0.03810034843230711,26.0,422.0,224.0,198.0,"Paul Kasten Post Office Building, On Motion to Suspend the Rules and Pass"
Failed,0.03617182767918032,-0.026686462885289888,-414.0,-34.0,-224.0,190.0,", On Agreeing to the Amendment"
Failed,0.03640549695736594,-0.02726950263843461,-421.0,-33.0,-227.0,194.0,"To amend title I of the Employee Retirement Income Security Act of 1974 to improve access and choice for entrepreneurs with small businesses with respect to medical care for their emplopyees, On Motion to Recommit with Instructions"
Passed,-0.03669576822107126,0.01683774628143278,356.0,100.0,228.0,-128.0,"To amend title I of the Employee Retirement Income Security Act of 1974 to improve access and choice for entrepreneurs with small businesses with respect to medical care for their emplopyees, On Passage"
Passed,-0.027209985858366596,-0.03844176742276607,22.0,420.0,221.0,199.0,"Abraham Lincoln Birthplace Post Office Building, On Motion to Suspend the Rules and Pass"
Failed,0.004821773200431538,0.03695708251725163,134.0,-262.0,-64.0,-198.0,", On Agreeing to the Amendment"
Failed,0.013767932891979332,0.0383829456514959,75.0,-327.0,-126.0,-201.0,", On Agreeing to the Amendment"
Passed,-0.022682757784693253,-0.038840938605715504,-14.0,388.0,187.0,201.0,"Postal Accountability and Enhancement Act, On Passage"
Passed,-0.02769976919157418,-0.038193186038218,28.0,422.0,225.0,197.0,"James T. Malloy Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.036390989206705054,0.028464305385965144,427.0,25.0,226.0,-201.0,"Providing for consideration of the bill (H.R. 3283) United States Trade Rights Enforcement Act, On Ordering the Previous Question"
Passed,-0.03657234906767137,0.028050087306209975,427.0,29.0,228.0,-199.0,"Providing for consideration of the bill (H.R. 3283) United States Trade Rights Enforcement Act, On Agreeing to the Resolution"
Passed,-0.02759068075312765,-0.03889658756890812,22.0,424.0,223.0,201.0,"Patient Safety and Quality Improvement Act, On Motion to Suspend the Rules and Pass"
Passed,-0.02810080967309685,-0.0386169282160864,28.0,428.0,228.0,200.0,"To amend the Contolled Substances Act to lift the patient limitation on prescribing drug addiction treatments by medical practitioners in group practices, and for other purposes, On Motion to Suspend the Rules and Pass"
Failed,0.036359472056899496,-0.026282357086871717,-416.0,-38.0,-227.0,189.0,"United States Trade Rights Enforcement Act, On Motion to Recommit with Instructions"
Passed,-0.03534796077853099,0.01687736570579303,344.0,88.0,216.0,-128.0,"United States Trade Rights Enforcement Act, On Passage"
Passed,-0.027888834536474907,-0.03845434829227136,27.0,425.0,226.0,199.0,"Encouraging the Transitional National Assembly of Iraq to adopt a constitution that grants women equal rights under the law and to work to protect such rights, On Motion to Suspend the Rules and Agree"
Passed,-0.028247232902129552,-0.03831091749357741,31.0,427.0,229.0,198.0,"Condemning in the strongest terms the terrorist attacks in Sharm el-Sheikh, Egypt, on July 23, 2005, and for other purposes, On Motion to Suspend the Rules and Agree"
Passed,-0.03635356614688937,0.028085304369900234,425.0,27.0,226.0,-199.0,"Providing for consideration of H.R. 5, to improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system, On Ordering the Previous Question"
Passed,-0.03616917296574953,0.027827253174608383,421.0,27.0,224.0,-197.0,"Providing for consideration of H.R. 5, to improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system, On Agreeing to the Resolution"
Passed,-0.03653121509871106,0.02826248667181228,427.0,27.0,227.0,-200.0,"Providing for consideration of the bill (H.R. 3045) to implement the Dominican Republic-Central America-United States Free Trade Agreement, On Agreeing to the Resolution"
Passed,-0.029384108507560788,0.024913492270360243,348.0,4.0,176.0,-172.0,"Dominican Republic-Central America-United States Free Trade Agreement Implementation Act, On Passage"
Passed,-0.024832845478580026,-0.035315964593742116,22.0,384.0,203.0,181.0,"Supporting the goals of National Marina Day, On Motion to Suspend the Rules and Agree"
Passed,-0.028265036600593048,0.005578463333949657,219.0,121.0,170.0,-49.0,"Energy Policy Act of 2005, On Agreeing to the Conference Report"
Passed,-0.025502559028424198,-0.03710536265489639,17.0,397.0,207.0,190.0,"Waiving points of order against the conference report to accompany the bill (H.R. 2361) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2006, and for other purposes, On Agreeing to the Resolution"
Passed,-0.026633455568158142,-0.029294314476881356,61.0,347.0,204.0,143.0,"Waiving points of order against the conference report to accompany the bill (H.R. 2985) making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes, On Agreeing to the Resolution"
Failed,0.036782528762265454,-0.025988343061527634,-412.0,-42.0,-227.0,185.0,"To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system, On Motion to Recommit with Instructions"
Passed,-0.03440728089568232,0.023978978078146227,378.0,38.0,208.0,-170.0,"To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system, On Passage"
Passed,-0.025815139649410002,-0.03702351612869765,19.0,399.0,209.0,190.0,"Department of the Interior, Environment, and Related Agencies Appropriations Act, 2006, On Agreeing to the Conference Report"
Passed,-0.023054016218633507,-0.008544227020452192,138.0,184.0,161.0,23.0,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2006, and for other purposes, On Agreeing to the Conference Report"
Passed,-0.028764257960978423,-0.03225789422503992,66.0,388.0,227.0,161.0,"Providing for an adjournment or recess of the two Houses, On Agreeing to the Resolution"
Passed,-0.02575183918551869,-0.03758255475570773,15.0,403.0,209.0,194.0,"Transportation Equity Act: A Legacy for Users, On Agreeing to the Conference Report"
Passed,-0.026903285508619135,-0.03479574958382245,39.0,393.0,216.0,177.0,"Commemorating the 60th anniversary of V-J Day and the end of World War II in the Pacific, On Motion to Suspend the Rules and Agree"
Passed,-0.026821086605721304,-0.03484243312498727,37.0,391.0,214.0,177.0,"Calling upon the President to issue a proclamation recognizing the 30th anniversary of the Helsinki Final Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.026843851238063574,-0.036785563523658554,28.0,408.0,218.0,190.0,"To allow United States Courts to conduct business during emergency conditions, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.02709690375156681,-0.037062150386683305,29.0,411.0,220.0,191.0,"To provide the Secretary of Education with waiver authority for students who are eligible for Pell Grants who are adversely affected by a natural disaster, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03551725814971146,0.026984222270717926,413.0,29.0,221.0,-192.0,"Providing for consideration of motions to suspend the rules, On Ordering the Previous Question"
Passed,-0.0348164079857834,0.02171241206585304,377.0,57.0,217.0,-160.0,"Providing for consideration of motions to suspend the rules, On Agreeing to the Resolution"
Passed,-0.02480332485449857,-0.038050441498323415,6.0,398.0,202.0,196.0,"Further Emergency Supplemental Appropriations, Hurricane Katrina, 2005, On Motion to Suspend the Rules and Pass"
Passed,-0.027558453899720947,-0.03725476900111247,31.0,415.0,223.0,192.0,"To temporarily increase the borrowing authority of the Federal Emergency Management Agency for carrying out the national flood insurance program, On Motion to Suspend the Rules and Pass"
Passed,-0.027506836386170335,-0.03705894650406565,31.0,413.0,222.0,191.0,"Student Grant Hurricane and Disaster Relief Act, On Motion to Suspend the Rules and Pass"
Passed,-0.0272705838849216,-0.03669836280987417,31.0,409.0,220.0,189.0,"Expressing the sincere gratitude of the House of Representatives to the foreign individuals, organizations, and governments that have offered material assistance and other forms of support to those who have been affected by Hurricane Katrina, On Motion to Suspend the Rules and Agree"
Passed,-0.027686074333047987,-0.034658082161349864,43.0,395.0,219.0,176.0,"Relating to the terrorist attacks against the United States on September 11, 2001., On Motion to Suspend the Rules and Agree"
Passed,-0.027321106806636224,-0.03558049401473397,36.0,402.0,219.0,183.0,"Honoring and memorializing the passengers and crew of United Airlines Flight 93, On Motion to Suspend the Rules and Agree"
Passed,-0.026974063018210277,-0.03554871088635855,33.0,399.0,216.0,183.0,"Sportfishing and Recreational Boating Safety Amendments Act, On Motion to Suspend the Rules and Pass"
Passed,0.0032949854607728047,-0.03298880057587754,-178.0,188.0,5.0,183.0,"Wind Cave National Park Boundary Revision Act, On Motion to Suspend the Rules and Pass"
Failed,0.032470436073503604,0.004639024901212555,-209.0,-211.0,-210.0,-1.0,", On Agreeing to the Amendment"
Agreed to,0.028503478075307256,-0.029292428792484462,-351.0,23.0,-164.0,187.0,", On Agreeing to the Amendment"
Passed,-0.02149254085150679,-0.030573383494748446,14.0,318.0,166.0,152.0,"Children’s Safety Act, On Passage"
Passed,-0.035579834383682354,0.026930807056004227,414.0,30.0,222.0,-192.0,"Providing for consideration of H. Res. 437, to establish the Select Bipartisan Committee to Investigate the Preparation for and Response to Hurricane Katrina, On Ordering the Previous Question"
Passed,-0.03554539299822168,0.026996718546899848,413.0,29.0,221.0,-192.0,"Providing for consideration of H. Res. 437, to establish the Select Bipartisan Committee to Investigate the Preparation for and Response to Hurricane Katrina, On Agreeing to the Resolution"
Failed,0.033615396652390585,-0.014815362690662253,-320.0,-92.0,-206.0,114.0,", On Agreeing to the Amendment"
Passed,-0.027119158824421247,-0.03762463307075427,26.0,414.0,220.0,194.0,"To authorize appropriations for the Coast Guard for fiscal year 2006, to make technical corrections to various laws administered by the Coast Guard, and for other purposes, On Passage"
Passed,-0.03516012694422853,0.025351231154578442,395.0,37.0,216.0,-179.0,"To Establish the Select Bipartisan Committee to Investigate the Preparation for and Response to Hurricane Katrina, On Agreeing to the Resolution"
Passed,-0.026584930953724373,-0.03603437225413021,30.0,400.0,215.0,185.0,"Flexibility for Displaced Workers Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.026637801322516277,-0.03607819692945224,31.0,401.0,216.0,185.0,"Congratulate the National Aeronautics and Space Administration and the Discovery Crew, On Motion to Suspend the Rules and Agree"
Passed,-0.035794703318400754,0.027774306294723734,419.0,25.0,222.0,-197.0,"Providing for the consideration of H.R. 250, Manufacturing Technology Competitiveness Act, On Agreeing to the Resolution"
Passed,-0.027371666527612405,-0.03790926003824787,25.0,419.0,222.0,197.0,"Supporting the goals and ideals of Gold Star Mothers Day, On Motion to Suspend the Rules and Pass"
Passed,-0.027430855586716325,-0.038283682508850295,25.0,421.0,223.0,198.0,"Providing for the concurrence by the House with an amendment in the amendment of the Senate to H.R. 3768, On Motion to Suspend the Rules and Agree"
Agreed to,-0.025261642325857734,-0.03832759440190717,9.0,407.0,208.0,199.0,", On Agreeing to the Amendment"
Failed,0.033624901879204895,-0.029141434674491807,-402.0,-4.0,-203.0,199.0,", On Agreeing to the Amendment"
Failed,0.03291499543079091,-0.028589477473947366,-397.0,-3.0,-200.0,197.0,", On Agreeing to the Amendment"
Failed,0.03595056160436479,-0.02707372840363969,-419.0,-29.0,-224.0,195.0,"Manufacturing Technology Competitiveness Act, On Motion to Recommit with Instructions"
Passed,-0.020356767535781504,-0.03819659996862229,-25.0,369.0,172.0,197.0,"Manufacturing Technology Competitiveness Act, On Passage"
Passed,-0.03550066339610404,0.026396924229388035,409.0,33.0,221.0,-188.0,"Providing for consideration of the bill (H.R. 2123) to reauthorize the Head Start Act to improve the school readiness of disadvantaged children, and for other purposes, On Agreeing to the Resolution"
Passed,-0.024051357545303013,-0.021874590329247833,80.0,286.0,183.0,103.0,", On Approving the Journal"
Failed,0.011675380804878161,0.0077923132535725245,-52.0,-114.0,-83.0,-31.0,", On Agreeing to the Amendment"
Agreed to,-0.026598409076621515,-0.03731655546695922,24.0,410.0,217.0,193.0,", On Agreeing to the Amendment"
Agreed to,-0.022639370407200977,-0.037790827001394994,-6.0,386.0,190.0,196.0,", On Agreeing to the Amendment"
Failed,-0.023501949714726172,0.0315423051306978,327.0,-65.0,131.0,-196.0,", On Agreeing to the Amendment"
Agreed to,-0.03366429077896843,0.025785390274992628,378.0,26.0,202.0,-176.0,", On Agreeing to the Amendment"
Passed,-0.033512583001357066,0.020978858336074817,349.0,49.0,199.0,-150.0,"School Readiness Act, On Passage"
Passed,-0.02775967856546463,-0.03543972966054085,42.0,402.0,222.0,180.0,"Supporting the goals and ideals of “Lights On Afterschool!”, a national celebration of after-school programs, On Motion to Suspend the Rules and Pass"
Failed,0.03309291531164401,-0.025601914321280898,-380.0,-26.0,-203.0,177.0,"Maudelle Shirek Post Office Building, On Motion to Suspend the Rules and Pass"
Passed,-0.02746692941293448,-0.0358049284167372,39.0,403.0,221.0,182.0,"Supporting the goals and ideals of Domestic Violence Awareness Month and expressing the sense of Congress that Congress should raise awareness of domestic violence in the United States and its devastating effects on families, On Motion to Suspend the Rules and Agree"
Failed,0.03642338609720367,-0.02742828259209433,-420.0,-32.0,-226.0,194.0,"Department of Homeland Security Appropriations, FY 2006, On Motion to Instruct Conferees"
Passed,-0.033476580863331565,-0.007760931675884538,208.0,240.0,224.0,16.0,"Providing for consideration of the bill (H.R. 3402) to authorize appropriations for the Department of Justice for fiscal years 2006 through 2009, and for other purposes, On Agreeing to the Resolution"
Agreed to,-0.035275666531690494,0.025580260616396323,395.0,35.0,215.0,-180.0,", On Agreeing to the Amendment"
Failed,0.036351856889947895,-0.0272738835189926,-420.0,-32.0,-226.0,194.0,"Department of Justice Appropriations Authorization Act, Fiscal Years 2006 through 2009, On Motion to Recommit with Instructions"
Passed,-0.027919109964530155,-0.036642349837271555,36.0,410.0,223.0,187.0,"Department of Justice Appropriations Authorization Act, Fiscal Years 2006 through 2009, On Passage"
Passed,-0.03692966775091219,0.019666519286995022,374.0,82.0,228.0,-146.0,"Providing for consideration of the bill (H.R. 3824) to amend and reauthorize the Endangered Species Act of 1973 to provide greater results conserving and recovering listed species, and for other purposes, On Agreeing to the Resolution"
Passed,-0.03084411776009774,-0.028088637519492855,93.0,361.0,227.0,134.0,"Expressing the sense of the House regarding the July, 2005, measures of extreme repression on the part of the Cuban Government against members of Cuba’s prodemocracy movement, On Motion to Suspend the Rules and Agree"
Passed,-0.030983271917260555,-0.026340552787053335,101.0,351.0,226.0,125.0,"Expressing the sense of Congress that the U.S. Supreme Court should speedily find the use of the Pledge of Allegiance in schools to be consistent with the Constitution of the United States, On Motion to Suspend the Rules and Agree"
Failed,0.029669966376559283,-0.024583412645841816,-327.0,-11.0,-169.0,158.0,", On Agreeing to the Amendment"
Passed,-0.02856354374565775,0.019768774671380236,281.0,37.0,159.0,-122.0,"Threatened and Endangered Species Recovery Act, On Passage"
Passed,-0.03133611390024795,-0.016093061274917796,150.0,284.0,217.0,67.0,"Making Continuing Appropriations for the Fiscal year 2006, and for other purposes, On Passage"
Passed,-0.027389373634611632,-0.0356342578253747,36.0,400.0,218.0,182.0,"Recognizing the need to pursue research into the causes, a treatment, and an eventual cure for idiopathic pulmonary fibrosis, supporting the goals and ideals of National Idiopathic Fibrosis Awareness Week, and for other purposes, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.027937647218371692,-0.03765574443490226,31.0,419.0,225.0,194.0,"To authorize the Secretary of Transportation to make emergency airport improvement project grants-in-aid under title 49, United States Code, for repairs and costs related to damage from Hurricanes Katrina and Rita, On Motion to Suspend the Rules and Pass"
Passed,-0.02722059644585325,-0.03754380581934783,26.0,414.0,220.0,194.0,"Supporting the goals and ideals of Pancreatic Cancer Awareness Month, On Motion to Suspend the Rules and Agree"
Passed,-0.027666679002452357,-0.03757765133974334,29.0,417.0,223.0,194.0,"To provide waivers under certain housing assistance programs of the Department of Housing and Urban Development to assist victims of Hurricane Katrina in obtaining housing, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03258584749386536,-0.014859313836563833,164.0,278.0,221.0,57.0,"Department of Homeland Security Appropriations, FY 2006, On Agreeing to the Conference Report"
Passed,-0.006315242126743288,-0.0324400874039334,-107.0,253.0,73.0,180.0,"To amend title V of the Housing Act of 1949 to provide rural housing assistance to families affected by Hurricane Katrina, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.027936721300218396,-0.037086612325527825,34.0,414.0,224.0,190.0,"Hurricane Katrina Emergency Relief CDBG Flexibility Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03446136380897746,0.028216940282859065,406.0,16.0,211.0,-195.0,"Providing for consideration of the bill (H.R. 3893) to expedite the construction of new refining capacity in the United States, to provide reliable and affordable energy for the American people, and for other purposes, On Agreeing to the Resolution"
Passed,-0.0251548191840083,-0.020900651238117574,90.0,284.0,187.0,97.0,", On Approving the Journal"
Failed,0.03548062709524082,-0.027774255651476416,-416.0,-24.0,-220.0,196.0,", On Agreeing to the Amendment"
Failed,0.03530470399039584,-0.027927755425516763,-415.0,-23.0,-219.0,196.0,"Gasoline for America’s Security Act, On Motion to Recommit with Instructions"
Passed,-0.03297654708526086,0.02899008774195366,395.0,3.0,199.0,-196.0,"Gasoline for America’s Security Act, On Passage"
Passed,-0.02320976635949477,-0.03236738658809537,21.0,353.0,187.0,166.0,"Honoring the life and work of Simon Wiesenthal and reaffirming the commitment of Congress to the fight against anti-Semitism and intolerance in all forms, in all forums, and in all nations, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.022689221068527363,-0.01979427255596623,77.0,265.0,171.0,94.0,", On Approving the Journal"
