Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Passed,-0.0019478816135509976,-0.05613390668640033,3.0,367.0,185.0,182.0,"Private Investment in Housing Act of 2015, On Motion to Suspend the Rules and Pass"
Passed,-0.007014102505911583,-0.06099182650590328,62.0,426.0,244.0,182.0,"Small Company Simple Registration Act, On Motion to Suspend the Rules and Pass"
Passed,-0.03449730933128352,0.002535719460835262,423.0,63.0,243.0,-180.0,"Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II, On Ordering the Previous Question"
Passed,-0.03472415005302822,0.002728101304680302,426.0,62.0,244.0,-182.0,"Providing for consideration of H.R. 2898, Western Water and American Food Security Act of 2015; and providing for consideration of H.R. 3038, Highway and Transportation Funding Act of 2015, Part II, On Agreeing to the Resolution"
Failed,0.03463282633846498,-0.0029754207368623627,-425.0,-59.0,-242.0,183.0,"Highway Transportation Funding Act of 2015, Part II, On Motion to Recommit with Instructions"
Passed,-0.003993588329972302,-0.031044133861921907,37.0,193.0,115.0,78.0,"Highway Transportation Funding Act of 2015, Part II, On Passage"
Passed,-0.005242093186988012,-0.06046204905821842,40.0,412.0,226.0,186.0,"Breast Cancer Awareness Commemorative Coin Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03372666103670269,-0.0037518646657284257,-414.0,-54.0,-234.0,180.0,", On Agreeing to the Amendment"
Agreed to,-0.033224875990039746,0.0001244304002883659,402.0,74.0,238.0,-164.0,", On Agreeing to the Amendment"
Failed,0.03379187048639381,-0.002121224469382225,-411.0,-63.0,-237.0,174.0,", On Agreeing to the Amendment"
Failed,0.034297524417467806,-0.003435940765275282,-422.0,-56.0,-239.0,183.0,"Western Water and American Food Security Act, On Motion to Recommit with Instructions"
Passed,-0.03363037721641412,0.0009966693572303733,409.0,69.0,239.0,-170.0,"Western Water and American Food Security Act, On Passage"
Passed,-0.0069916379619021085,-0.057694475116757966,63.0,403.0,233.0,170.0,"Federal Employee Antidiscrimination Act, On Motion to Suspend the Rules and Pass"
Passed,-0.0070967957948671855,-0.05838646699874546,64.0,408.0,236.0,172.0,"Veterans Information Modernization Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03308512569971077,0.0007513144573683953,406.0,72.0,239.0,-167.0,"Providing for consideration of the bill (H.R. 1599) Safe and Accurate Food Labeling Act, and providing for consideration of the bill (H.R. 1734) Improving Coal Combustion Residuals Regulation Act, On Ordering the Previous Question"
Passed,-0.0337598404978483,0.001668754180608131,413.0,67.0,240.0,-173.0,"Providing for consideration of the bill (H.R. 1599) Safe and Accurate Food Labeling Act, and providing for consideration of the bill (H.R. 1734) Improving Coal Combustion Residuals Regulation Act, On Agreeing to the Resolution"
Passed,-0.0025289649666656007,-0.011091773604270707,24.0,80.0,52.0,28.0,", On Approving the Journal"
Failed,0.0339671606714511,-0.0016273396604466375,-413.0,-67.0,-240.0,173.0,", On Agreeing to the Amendment"
Failed,0.03396721340593411,-0.001427626555431283,-412.0,-68.0,-240.0,172.0,", On Agreeing to the Amendment"
Failed,0.03248863078346503,-0.0056100321725699905,-391.0,-39.0,-215.0,176.0,", On Agreeing to the Amendment"
Failed,0.0339523229676567,-0.0028139704672831885,-414.0,-60.0,-237.0,177.0,", On Agreeing to the Amendment"
Failed,0.034436589607880944,-0.0035898385400116887,-424.0,-56.0,-240.0,184.0,"Improving Coal Combustion Residuals Regulation Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.031928740901057205,-0.0030664088359255394,384.0,92.0,238.0,-146.0,"Improving Coal Combustion Residuals Regulation Act of 2015, On Passage"
Failed,0.025854720727328737,0.0193458527080884,-302.0,-180.0,-241.0,61.0,", On Agreeing to the Amendment"
Failed,0.030224106145689527,-0.005535116798333501,-365.0,-31.0,-198.0,167.0,", On Agreeing to the Amendment"
Failed,0.028872774265875464,0.005503265496718729,-345.0,-99.0,-222.0,123.0,", On Agreeing to the Amendment"
Passed,-0.026656273484593585,-0.01077442315875622,311.0,125.0,218.0,-93.0,"Safe and Accurate Food Labeling Act of 2015, On Passage"
Failed,0.02026195238568693,0.03174063965632897,-230.0,-250.0,-240.0,-10.0,"Safe and Accurate Food Labeling Act of 2015, On agreeing to the Polis of Colorado Amendment to the title"
Passed,-0.03396832573863485,0.001364127890884032,417.0,69.0,243.0,-174.0,"Providing for consideration of H.R. 3009, Enforce the Law for Sanctuary Cities Act, On Agreeing to the Resolution"
Failed,0.03413738326509392,-0.00320594060015207,-420.0,-58.0,-239.0,181.0,"Enforce the Law for Sanctuary Cities Act, On Motion to Recommit with Instructions"
Passed,-0.03295414731303447,0.002197166025835649,398.0,62.0,230.0,-168.0,"Enforce the Law for Sanctuary Cities Act, On Passage"
Passed,-0.007448527894024666,-0.05404098343010338,70.0,378.0,224.0,154.0,"Need-Based Educational Aid Act of 2015, On Motion to Suspend the Rules and Pass"
Passed,-0.0050729121595652306,-0.05223604987213655,41.0,349.0,195.0,154.0,"Secret Service Improvements Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.007296120600107377,-0.0544099367602642,68.0,380.0,224.0,156.0,"Keeping our Travelers Safe and Secure Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03315591744970936,0.0007331803890866988,407.0,73.0,240.0,-167.0,"Providing for consideration of the bill H.R. 427, the Regulations from the Executive in Need of Scrutiny Act of 2015 (REINS Act), and providing for proceedings during the period from July 30, 2015, through September 7, 2015, and for other purposes., On Ordering the Previous Question"
Passed,-0.033159865932879645,0.0007870692068603796,407.0,73.0,240.0,-167.0,"Providing for consideration of the bill H.R. 427, the Regulations from the Executive in Need of Scrutiny Act of 2015 (REINS Act), and providing for proceedings during the period from July 30, 2015, through September 7, 2015, and for other purposes., On Agreeing to the Resolution"
Passed,-0.00799962734815006,-0.0582732824595353,75.0,409.0,242.0,167.0,"Veterans’ Compensation Cost-of-Living Adjustment Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,-0.03249469739978511,-0.002577963803797758,393.0,91.0,242.0,-151.0,", On Agreeing to the Amendment"
Agreed to,-0.03308590077489485,0.0004167640143968685,403.0,75.0,239.0,-164.0,", On Agreeing to the Amendment"
Failed,0.03272907299190928,0.0009731853896257291,-399.0,-83.0,-241.0,158.0,", On Agreeing to the Amendment"
Failed,0.033327721957581914,5.2937241611598334e-05,-406.0,-78.0,-242.0,164.0,", On Agreeing to the Amendment"
Failed,0.0331511048861451,-0.00020414025486322304,-404.0,-76.0,-240.0,164.0,", On Agreeing to the Amendment"
Failed,0.03339290372169971,-0.0003166106781311277,-408.0,-76.0,-242.0,166.0,", On Agreeing to the Amendment"
Failed,0.03286639896838888,-0.0005377244765952298,-400.0,-74.0,-237.0,163.0,", On Agreeing to the Amendment"
Failed,0.032933984326767356,-0.0006054350008101213,-402.0,-72.0,-237.0,165.0,", On Agreeing to the Amendment"
Failed,0.03315842289818697,-0.00038493245445301487,-406.0,-74.0,-240.0,166.0,"Regulations from the Executive in Need of Scrutiny Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.033164442579252766,-9.444396047308035e-05,404.0,78.0,241.0,-163.0,"Regulations from the Executive in Need of Scrutiny Act of 2015, On Passage"
Passed,-0.03434560581701555,0.002530513070133502,422.0,62.0,242.0,-180.0,"Providing for consideration of the bill (H.R. 1994), the VA Accountability Act of 2015, and providing for consideration of the bill (H.R. 3236), the Surface Transportation and Veterans Health Care Choice Improvement Act of 2015., On Ordering the Previous Question"
Passed,-0.034551218507351475,0.0028460255305509195,424.0,60.0,242.0,-182.0,"Providing for consideration of the bill (H.R. 1994), the VA Accountability Act of 2015, and providing for consideration of the bill (H.R. 3236), the Surface Transportation and Veterans Health Care Choice Improvement Act of 2015., On Agreeing to the Resolution"
Passed,-0.00674766651521334,-0.06077902480248039,58.0,424.0,241.0,183.0,"First Responder Anthrax Preparedness Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0040953709609786865,-0.05246619093759445,29.0,351.0,190.0,161.0,"Surface Transportation and Veterans Health Care Choice Improvement Act of 2015, On Passage"
Failed,0.03293953988984629,-0.0054224212804869455,-404.0,-42.0,-223.0,181.0,", On Agreeing to the Amendment"
Failed,0.03453052552215952,-0.003318938559141507,-425.0,-57.0,-241.0,184.0,"VA Accountability Act, On Motion to Recommit with Instructions"
Passed,-0.032541890282658206,-0.0022344555325138236,392.0,86.0,239.0,-153.0,"VA Accountability Act, On Passage"
Passed,-0.006683072107859531,-0.0555947852899338,58.0,386.0,222.0,164.0,"E-Warranty Act of 2015, On Motion to Suspend the Rules and Pass"
Passed,-0.034885137151202346,0.003524738925303739,429.0,57.0,243.0,-186.0,"Providing for consideration of H.Res. 411, finding that the President has not complied with section 2 of the Iran Nuclear Agreement Review Act of 2015; H.R. 3461, to approve the Joint Comprehensive Plan of Action; H.R. 3460, to suspend until January 21, 2017, the authority of the President to releive Iran sanctions, On Agreeing to the Resolution"
Passed,-0.03502361588755653,0.0033251553330944724,431.0,59.0,245.0,-186.0,"Finding that the President has not complied with section 2 of the Iran Nuclear Agreement Review Act of 2015, On Agreeing to the Resolution"
Failed,0.03162709123979684,0.005556673785819227,-381.0,-107.0,-244.0,137.0,"To approve the Joint Comprehensive Plan of Action, signed at Vienna on July 14, 2015, relating to the nuclear program of Iran., On Passage"
Passed,-0.03490619634023677,0.0028792489762781755,429.0,61.0,245.0,-184.0,"To suspend until January 21, 2017, the authority of the President to waive, suspend, reduce, provide relief from, or otherwise limit the application of sanctions pursuant to an agreement related to the nuclear program of Iran, On Passage"
Passed,-0.006334571643784065,-0.0581562927691241,55.0,403.0,229.0,174.0,"National Forest Small Tracts Act Amendments Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0064409927444220695,-0.0578696534387412,56.0,402.0,229.0,173.0,"National Liberty Memorial Clarification Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.033953319803917734,0.0029318316650006815,417.0,59.0,238.0,-179.0,"Providing for consideration of the bill (H.R. 348) RAPID Act; providing for consideration of the bill (H.R. 758) Lawsuit Abuse Reduction Act; and providing for consideration of motions to suspend the rules., On Ordering the Previous Question"
Agreed to,-0.03392837396579484,0.00346227900306804,416.0,50.0,233.0,-183.0,", On Agreeing to the Amendment"
Passed,-0.033860359052476224,0.002802792352417897,415.0,55.0,235.0,-180.0,"Providing for consideration of the bill (H.R. 348) RAPID Act; providing for consideration of the bill (H.R. 758) Lawsuit Abuse Reduction Act; and providing for consideration of motions to suspend the rules., On Agreeing to the Resolution, As Amended"
Failed,0.0339885668234475,-0.002896183060496922,-418.0,-60.0,-239.0,179.0,"To amend Rule 11 of the Federal Rules of Civil Procedure to improve attorney accountability, and for other purposes., On Motion to Recommit with Instructions"
Passed,-0.033809926741809625,0.002933238531886762,410.0,56.0,233.0,-177.0,"To amend Rule 11 of the Federal Rules of Civil Procedure to improve attorney accountability, and for other purposes., On Passage"
Passed,-0.03464413964519047,0.0030635689832804276,426.0,60.0,243.0,-183.0,"Providing for consideration of the bill (H.R. 3134) Defund Planned Parenthood Act and; providing for consideration of the bill (H.R.3504) Born-Alive Abortion Survivors Protection Act., On Ordering the Previous Question"
Passed,-0.0342678979565497,0.0018246921393013644,419.0,67.0,243.0,-176.0,"Providing for consideration of the bill (H.R. 3134) Defund Planned Parenthood Act and; providing for consideration of the bill (H.R.3504) Born-Alive Abortion Survivors Protection Act., On Agreeing to the Resolution"
Failed,0.03465280066293122,-0.002699222468134407,-424.0,-62.0,-243.0,181.0,"Defund Planned Parenthood Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.03426674897743197,0.003958445911103717,418.0,54.0,236.0,-182.0,"Defund Planned Parenthood Act of 2015, On Passage"
Passed,-0.03405735587651082,0.0010147823200657802,415.0,71.0,243.0,-172.0,"Born-Alive Abortion Survivors Protection Act, On Passage"
Passed,-0.00575479480327617,-0.05828111944494344,47.0,405.0,226.0,179.0,"“Sgt. Zachary M. Fisher Post Office”, On Motion to Suspend the Rules and Pass"
Failed,0.031771968469177916,-0.0024357128634555697,-384.0,-58.0,-221.0,163.0,", On Agreeing to the Amendment"
Agreed to,0.009331734843580986,-0.04069830647033603,-124.0,232.0,54.0,178.0,", On Agreeing to the Amendment"
Failed,0.032049304596635644,-0.003418310261037138,-391.0,-51.0,-221.0,170.0,", On Agreeing to the Amendment"
Failed,0.032947844238286464,-0.0016300004038969401,-400.0,-64.0,-232.0,168.0,", On Agreeing to the Amendment"
Failed,0.032177366120030186,-0.006263208013772349,-394.0,-36.0,-215.0,179.0,", On Agreeing to the Amendment"
Failed,0.03236139351077328,-0.004016190292794228,-392.0,-50.0,-221.0,171.0,", On Agreeing to the Amendment"
Agreed to,-0.03139515081436584,0.00573402961239772,381.0,37.0,209.0,-172.0,", On Agreeing to the Amendment"
Failed,0.03294417311052721,-0.0028698284398421016,-402.0,-56.0,-229.0,173.0,", On Agreeing to the Amendment"
Failed,0.03240483330403619,-0.002925691906963394,-394.0,-56.0,-225.0,169.0,", On Agreeing to the Amendment"
Failed,0.032761986149706046,-0.003153966113095192,-402.0,-54.0,-228.0,174.0,"Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act), On Motion to Recommit with Instructions"
Passed,-0.03217512227492122,0.0014366233306120247,389.0,63.0,226.0,-163.0,"Responsibly And Professionally Invigorating Development Act of 2015 (RAPID Act), On Passage"
Passed,-0.007386034254174242,-0.05872921598567174,68.0,410.0,239.0,171.0,"Border Jobs for Veterans Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.007403252355487023,-0.058968691808885663,68.0,412.0,240.0,172.0,"Cross-Border Rail Security Act of 2015, On Motion to Suspend the Rules and Pass"
Passed,-0.03455947414253596,0.002961869007151153,425.0,61.0,243.0,-182.0,"Providing for consideration of H.R. 3495, the Women’s Public Health and Safety Act and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, On Ordering the Previous Question"
Passed,-0.03413186236536363,0.0025729640375969022,417.0,59.0,238.0,-179.0,"Providing for consideration of H.R. 3495, the Women’s Public Health and Safety Act and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules, On Agreeing to the Resolution"
Failed,0.034451732989502194,-0.0032646499098433,-422.0,-58.0,-240.0,182.0,"Women’s Public Health and Safety Act, On Motion to Recommit with Instructions"
Passed,-0.03357787836297971,0.00578966866513726,407.0,43.0,225.0,-182.0,"Women’s Public Health and Safety Act, On Passage"
Passed,-0.03418826541855697,0.003576038773157159,420.0,52.0,236.0,-184.0,"Providing for consideration of H. Con. Res. 79, directing the Clerk of the House of Representatives to make corrections in the enrollment of H.R. 719; and providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 719, TSA Office of Inspection Accountability Act of 2015, On Agreeing to the Resolution"
Passed,-0.006609953163312747,-0.060591670909159734,57.0,423.0,240.0,183.0,"To amend title 38, United States Code, to extend certain expiring provisions of law administered by the Secretary of Veterans Affairs, and for other purposes., On Motion to Suspend the Rules and Pass"
Passed,-0.03401839412304607,0.0035467055256373846,414.0,56.0,235.0,-179.0,"Directing the Clerk of the House of Representatives to make corrections in the enrollment of H.R. 719, On Agreeing to the Resolution"
Passed,0.01995134291944724,-0.029409060717101407,-246.0,126.0,-60.0,186.0,"TSA Office of Inspection Accountability Act of 2015, On Concurring in the Senate Adt to the House Adt to the Senate Adt"
Passed,-0.033894575605671474,0.0032746595592435222,417.0,57.0,237.0,-180.0,"Providing for consideration of the bill (H.R. 3457) the Justice for Victims of Iranian Terrorism Act and consideration of the conference report to accompany the bill (H.R. 1735) the National Defense Authorization Act for Fiscal Year 2016., On Ordering the Previous Question"
Passed,-0.03381203301068849,0.0024542175552224603,414.0,60.0,237.0,-177.0,"Providing for consideration of the bill (H.R. 3457) the Justice for Victims of Iranian Terrorism Act and consideration of the conference report to accompany the bill (H.R. 1735) the National Defense Authorization Act for Fiscal Year 2016., On Agreeing to the Resolution"
Failed,0.034434952690925134,-0.003527422880549862,-423.0,-55.0,-239.0,184.0,"To authorize appropriations for fiscal year 2016 for military activites of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes, On Motion to Recommit Conference Report with Instructions"
Passed,-0.028282888221019833,-0.009771843620820833,332.0,114.0,223.0,-109.0,"To authorize appropriations for fiscal year 2016 for military activites of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes, On Agreeing to the Conference Report"
Passed,-0.03335779632789197,-0.00019384767667283013,404.0,78.0,241.0,-163.0,"Justice for Victims of Iranian Terrorism Act, On Passage"
Passed,-0.006366289605338301,-0.05900696655047027,55.0,411.0,233.0,178.0,"Small Bank Exam Cycle Reform Act, On Motion to Suspend the Rules and Pass"
Passed,-0.006576363825125189,-0.057976385871530305,58.0,404.0,231.0,173.0,"Reforming Access for Investments in Startup Enterprises Act or the RAISE Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.034381008002656956,0.0033606976919278602,423.0,57.0,240.0,-183.0,", Table Appeal of the Ruling of the Chair"
Passed,-0.03403944086151088,0.003264519950927864,419.0,57.0,238.0,-181.0,"Providing for consideration of H.R. 3192, the Homebuyers Assistance Act and providing for proceedings during the period from October 12, 2015, through October 19, 2015, On Agreeing to the Resolution"
Passed,-0.03434954765478753,0.0031979194931560026,420.0,58.0,239.0,-181.0,"Establishing a Select Investigative Panel of the Committee on Energy and Commerce, On Agreeing to the Resolution, As Amended"
Failed,0.03411721174516911,-0.003232044784986103,-417.0,-55.0,-236.0,181.0,"Homebuyers Assistance Act, On Motion to Recommit with Instructions"
Passed,-0.025373252069359364,-0.019699443537085637,296.0,182.0,239.0,-57.0,"Homebuyers Assistance Act, On Passage"
Passed,-0.03472970004935854,0.00285684217253722,427.0,61.0,244.0,-183.0,"Providing for consideration of the bill (H.R. 538) the “Native American Energy Act” and providing for consideration of the bill (H.R. 702) to adapt to changing crude oil market conditions., On Ordering the Previous Question"
Passed,-0.03491317441606554,0.0032794671744551026,429.0,59.0,244.0,-185.0,"Providing for consideration of the bill (H.R. 538) the “Native American Energy Act” and providing for consideration of the bill (H.R. 702) to adapt to changing crude oil market conditions., On Agreeing to the Resolution"
Failed,0.03430370486409299,-0.003436078756269145,-421.0,-55.0,-238.0,183.0,"Native American Energy Act, On Motion to Recommit with Instructions"
Passed,-0.0335427487993674,-0.0007159419137117685,403.0,81.0,242.0,-161.0,"Native American Energy Act, On Passage"
Failed,-0.011274482245082115,0.03682830078542117,145.0,-197.0,-26.0,-171.0,", On Agreeing to the Amendment"
Agreed to,-0.006825784411928389,-0.059100798066028984,61.0,413.0,237.0,176.0,", On Agreeing to the Amendment"
Agreed to,-0.0068381326390596475,-0.060030063279219364,61.0,419.0,240.0,179.0,", On Agreeing to the Amendment"
Failed,0.033964943942917734,-0.0020750830878426487,-415.0,-63.0,-239.0,176.0,"To adapt to changing crude oil market conditions, On Motion to Recommit with Instructions"
Passed,-0.030097266944587725,-0.0051910681350345505,356.0,102.0,229.0,-127.0,"To adapt to changing crude oil market conditions, On Passage"
Passed,-0.0063163915086265725,-0.059322514946102335,53.0,407.0,230.0,177.0,"Securing the Cities Act of 2015, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006640590594713749,-0.059774218150066664,58.0,416.0,237.0,179.0,"Know the CBRN Terrorism Threats to Transportation Act, On Motion to Suspend the Rules and Pass"
Passed,-0.005817406263875734,-0.05964800942835769,47.0,409.0,228.0,181.0,"Supporting the right of the people of Ukraine to freely elect their government and determine their future, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.03426825535086897,0.0029644050398852776,422.0,60.0,241.0,-181.0,"Providing for consideration of the bill (H.R. 10) to reauthorize the Scholarships for Opportunity and Results Act, and for other purposes, and providing for consideration of the bill (H.R. 692) to ensure the payment of interest and principal of the debt of the United States, On Ordering the Previous Question"
Passed,-0.034683856927696106,0.0027159024521539597,427.0,63.0,245.0,-182.0,"Providing for consideration of the bill (H.R. 10) to reauthorize the Scholarships for Opportunity and Results Act, and for other purposes, and providing for consideration of the bill (H.R. 692) to ensure the payment of interest and principal of the debt of the United States, On Agreeing to the Resolution"
Passed,-0.0346775405581852,0.0032725196157296246,427.0,59.0,243.0,-184.0,"Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness, On Ordering the Previous Question"
Passed,-0.03483345066568659,0.0033275229607940536,429.0,59.0,244.0,-185.0,"Providing for consideration of the bill (H.R. 1937) to require the Secretary of the Interior and the Secretary of Agriculture to more efficiently develop domestic sources of the minerals and mineral materials of strategic and critical importance to US economic and national security and manufacturing competitiveness, On Agreeing to the Resolution"
Passed,-0.03369386489010794,0.005367902392464064,411.0,41.0,226.0,-185.0,"Default Prevention Act, On Passage"
Failed,0.03470768834178653,-0.0035882292651913048,-427.0,-57.0,-242.0,185.0,"Scholarships for Opportunity and Results Reauthorization Act, On Motion to Recommit with Instructions"
Passed,-0.03361397322724496,0.004771747002213406,411.0,49.0,230.0,-181.0,"Scholarships for Opportunity and Results Reauthorization Act, On Passage"
Failed,0.03403016771303879,-0.0001400150582341527,-413.0,-77.0,-245.0,168.0,", On Agreeing to the Amendment"
Failed,0.034217105568006806,-0.0017283632407716712,-417.0,-67.0,-242.0,175.0,", On Agreeing to the Amendment"
Failed,0.03455675761166834,-0.002840302317269813,-423.0,-61.0,-242.0,181.0,", On Agreeing to the Amendment"
Failed,0.033887196074685225,-0.002454578813167422,-413.0,-63.0,-238.0,175.0,", On Agreeing to the Amendment"
Failed,0.034918637343694325,-0.002866681279943682,-428.0,-62.0,-245.0,183.0,"National Strategic and Critical Minerals Production Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.03422375736957877,0.00012393371189996192,415.0,77.0,246.0,-169.0,"National Strategic and Critical Minerals Production Act of 2015, On Passage"
Passed,-0.03482999323182969,0.00332200236782135,429.0,59.0,244.0,-185.0,"Providing for consideration of the bill (H.R. 3762) Restoring Americans’ Healthcare Freedom Act of 2015; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules., On Ordering the Previous Question"
Passed,-0.034306778159217496,0.003316216078661901,421.0,53.0,237.0,-184.0,"Providing for consideration of the bill (H.R. 3762) Restoring Americans’ Healthcare Freedom Act of 2015; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules., On Agreeing to the Resolution"
Passed,-0.03381672391377676,0.003811981389823728,413.0,51.0,232.0,-181.0,"Restoring Americans’ Healthcare Freedom Reconciliation Act of 2015, On Passage"
Passed,0.02437563340195349,-0.02112931359169315,-299.0,69.0,-115.0,184.0,"Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes., On Motion To Discharge"
Passed,-0.034737395354667334,0.003568303639841546,427.0,57.0,242.0,-185.0,"Providing for consideration of H.R. 1090, Retail Investor Protection Act, On Ordering the Previous Question"
Passed,-0.03494919091953341,0.0035478213163879654,430.0,58.0,244.0,-186.0,"Providing for consideration of H.R. 1090, Retail Investor Protection Act, On Agreeing to the Resolution"
Passed,0.020409467336652953,-0.02739435294256111,-251.0,113.0,-69.0,182.0,"Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes., On Ordering the Previous Question"
Passed,0.019738560170626838,-0.028361861269461344,-243.0,121.0,-61.0,182.0,"Providing for the consideration of the bill (H.R. 597) to reauthorize the Export-Import Bank of the United States, and for other purposes., On Agreeing to the Resolution"
Failed,0.034570718367450945,-0.002473508841120005,-422.0,-62.0,-242.0,180.0,", On Agreeing to the Amendment"
Passed,-0.03449495422384784,0.0027692656682449844,421.0,59.0,240.0,-181.0,"To amend the Securities Exchange Act of 1934 to provide protections for retail customers, and for other purposes., On Passage"
Passed,0.013883388699155383,-0.037779537168500285,-175.0,195.0,10.0,185.0,"Reform Exports and Expand the American Economy Act, On Passage"
Passed,-0.022951241394106803,-0.025680634168721902,266.0,222.0,244.0,-22.0,"Providing for consideration of the Senate amendment to H.R. 1314, Bipartisan Budget Act of 2015, On Ordering the Previous Question"
Passed,-0.0032236802000782773,-0.054645979283116826,19.0,355.0,187.0,168.0,"Providing for consideration of the Senate amendment to H.R. 1314, Bipartisan Budget Act of 2015, On Agreeing to the Resolution"
Passed,0.022417229784055984,-0.025886292648953833,-275.0,99.0,-88.0,187.0,"To amend the Internal Revenue Code of 1986 to provide for a right to an administrative appeal relating to adverse determinations of tax-exempt status of certain organizations, On Motion that the House Concur in the Senate Amendment with an Amendment"
Ryan (WI),-0.033583529521354426,0.004721310284842757,414.0,40.0,227.0,-187.0,", Election of the Speaker"
Passed,-0.007402512465899262,-0.05652463500360424,68.0,392.0,230.0,162.0,"To direct the President to develop a strategy to obtain observer status for Taiwan in the International Criminal Police Organization, and for other purposes., On Motion to Suspend the Rules and Pass"
Passed,-0.03417892391527651,0.0024083344858463066,419.0,63.0,241.0,-178.0,"Providing for consideration of the Senate amendments to H.R. 22, the Hire More Heroes Act of 2015; providing for proceedings during the period from November 6, 2015, through November 13, 2015; and providing for consideration of motions to suspend the rules, On Ordering the Previous Question"
Passed,-0.03310062803232734,-0.00021149944993332744,403.0,77.0,240.0,-163.0,"Providing for consideration of the Senate amendments to H.R. 22, the Hire More Heroes Act of 2015; providing for proceedings during the period from November 6, 2015, through November 13, 2015; and providing for consideration of motions to suspend the rules, On Agreeing to the Resolution, as Amended"
Passed,-0.006779639060620151,-0.06008386804486163,60.0,418.0,239.0,179.0,"Expressing the sense of the House of Representatives regarding the safety and security of Jewish communities in Europe., On Motion to Suspend the Rules and Agree, as Amended"
Failed,0.02637789567584782,-0.0013670978626114023,-312.0,-56.0,-184.0,128.0,", On Agreeing to the Amendment"
Failed,-0.027108837454802193,0.015714260324970364,329.0,-29.0,150.0,-179.0,", On Agreeing to the Amendment"
Failed,-0.020031590281465637,0.015306074897411528,237.0,-49.0,94.0,-143.0,", On Agreeing to the Amendment"
Agreed to,0.027676034738914397,-0.012181512305374058,-337.0,9.0,-164.0,173.0,", On Agreeing to the Amendment"
Failed,0.029802740868376705,0.00558690179561774,-353.0,-103.0,-228.0,125.0,", On Agreeing to the Amendment"
Failed,0.02899313218715166,0.0007923971846959363,-352.0,-74.0,-213.0,139.0,", On Agreeing to the Amendment"
Failed,0.027972172619472088,0.0055395804869052875,-337.0,-103.0,-220.0,117.0,", On Agreeing to the Amendment"
Failed,0.00148881173169049,0.028590795386023077,-11.0,-197.0,-104.0,-93.0,", On Agreeing to the Amendment"
Failed,-0.02330719310334545,0.023450244077969758,285.0,-83.0,101.0,-184.0,", On Agreeing to the Amendment"
Failed,-0.021161507800685497,0.016670717871147555,251.0,-55.0,98.0,-153.0,", On Agreeing to the Amendment"
Failed,0.02736292427776249,0.0041265597104067735,-330.0,-88.0,-209.0,121.0,", On Agreeing to the Amendment"
Passed,-0.03457474339869207,0.003285032124869901,424.0,58.0,241.0,-183.0,"Providing for further consideration of the Senate amendments to the bill (H.R. 22), the Hire More Heroes Act of 2015., On Ordering the Previous Question"
Passed,-0.03420891844228157,0.0024706455877145403,418.0,60.0,239.0,-179.0,"Providing for further consideration of the Senate amendments to the bill (H.R. 22), the Hire More Heroes Act of 2015., On Agreeing to the Resolution"
Failed,0.030690350547756734,0.0016660357077766812,-373.0,-81.0,-227.0,146.0,", On Agreeing to the Amendment"
Failed,-0.006583744732680228,0.013406325060226685,82.0,-82.0,0.0,-82.0,", On Agreeing to the Amendment"
