Boehner,-0.02922694898919777,0.004836111866541515,360.0,24.0,192.0,-168.0,", Election of the Speaker"
Failed,0.03144608847048161,-0.0035891978583564277,-379.0,-51.0,-215.0,164.0,", On Agreeing to the Amendment"
Failed,0.03251007299034098,-0.00044239108539940173,-395.0,-73.0,-234.0,161.0,"Sportsmen’s Heritage and Recreational Enhancement Act of 2015, On Motion to Recommit with Instructions"
Passed,-0.031199904830187176,-0.0014668139760820734,371.0,81.0,226.0,-145.0,"Sportsmen’s Heritage and Recreational Enhancement Act of 2015, On Passage"
Passed,-0.0057402595040670305,-0.0546992157060544,50.0,376.0,213.0,163.0,"To amend the Department of Energy Organization Act and the Local Public Works Capital Development and Investment Act of 1976 to modernize terms relating to minorities, On Motion to Suspend the Rules and Pass"
Passed,-0.005723861651236444,-0.05519010954044066,49.0,381.0,215.0,166.0,"To designate the facility of the United States Postal Service located at 1103 USPS Building 1103 in Camp Pendleton, California, as the “Camp Pendleton Medal of Honor Post Office”., On Motion to Suspend the Rules and Pass"
Passed,-0.004073826844011058,-0.05355521807913232,30.0,362.0,196.0,166.0,"Maya Angelou Memorial Post Office, On Motion to Suspend the Rules and Pass"
Passed,-0.00711164068353988,-0.0581804218201082,64.0,406.0,235.0,171.0,"Ensuring Removal of Terminated Providers from Medicaid and CHIP Act, On Passage"
Passed,-0.033184848201648236,0.0025636305032690106,407.0,59.0,233.0,-174.0,"Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016., On Ordering the Previous Question"
Passed,-0.03306358958713798,0.0020060045658640956,404.0,62.0,233.0,-171.0,"Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016., On Agreeing to the Resolution"
Passed,-0.006688711544709325,-0.05812000901903428,59.0,405.0,232.0,173.0,"Lieutenant Colonel James “Maggie” Megellas Post Office, On Motion to Suspend the Rules and Pass"
Passed,-0.03212088418235444,-0.0005707811405751715,387.0,75.0,231.0,-156.0,"Blocking Regulatory Interference from Closing Kilns Act of 2016, On Passage"
Passed,-0.0008990356775635109,-0.009931796639042695,3.0,63.0,33.0,30.0,", On Approving the Journal"
Passed,-0.007401635280462731,-0.054363540539876375,69.0,381.0,225.0,156.0,"To direct the Secretary of State to develop a strategy to obtain observer status for Taiwan in the International Criminal Police Organization, and for other purposes, On Motion to Suspend the Rules and Pass"
Passed,-0.007130568655919501,-0.05624577874524692,65.0,393.0,229.0,164.0,"Expressing the sense of Congress that those who commit or support atrocities against Christians and other ethnic and religious minorities and who target them specifically for ethnic or religious reasons, are committing, and are hereby declared to be committing, “war crimes”, “crimes against humanity”, and “genocide”., On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.00699490878280128,-0.056176029878504966,63.0,389.0,226.0,163.0,"Expressing the sense of the Congress condemning the gross violations of international law amounting to war crimes and crimes against humanity by the Government of Syria, its allies, and other parties to the conflict in Syria, On Motion to Suspend the Rules and Agree, as Amended"
Passed,-0.03355966615867289,0.0031433694212725134,412.0,58.0,235.0,-177.0,"Providing for consideration of H.R. 4596, the Small Business Boradband Deployment Act and H.R. 3797, the Satisfying Energy Needs and Saving the Environment Act, On Ordering the Previous Question"
Passed,-0.03340780393812117,0.0029323430040442758,409.0,59.0,234.0,-175.0,"Providing for consideration of H.R. 4596, the Small Business Boradband Deployment Act and H.R. 3797, the Satisfying Energy Needs and Saving the Environment Act, On Agreeing to the Resolution"
Passed,-0.0066584410701056055,-0.05891884252318782,58.0,408.0,233.0,175.0,"To extend the deadline for commencement of construction of a hydroelectric project involving the Gibson Dam, On Motion to Suspend the Rules and Pass"
Passed,-0.006385456761473867,-0.058259225964678835,55.0,403.0,229.0,174.0,"To extend the deadline for commencement of construction of a hydroelectric project, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.030846826507018307,-0.002054777113607973,-372.0,-58.0,-215.0,157.0,", On Agreeing to the Amendment"
Failed,0.032485733076659896,-0.002509492263253398,-394.0,-58.0,-226.0,168.0,", On Agreeing to the Amendment"
Failed,0.03338445335085078,-0.0035631861245727196,-406.0,-56.0,-231.0,175.0,", On Agreeing to the Amendment"
Failed,0.033383293663329754,-0.004141101598704772,-406.0,-52.0,-229.0,177.0,", On Agreeing to the Amendment"
Failed,0.033250058408521736,-0.002053579395817744,-405.0,-63.0,-234.0,171.0,"Satisfying Energy Needs and Saving the Environment Act, On Motion to Recommit with Instructions"
Passed,-0.032537827384988414,0.004199566943572441,392.0,48.0,220.0,-172.0,"Satisfying Energy Needs and Saving the Environment Act, On Passage"
Passed,-0.006031071843336159,-0.05930360198790515,51.0,411.0,231.0,180.0,"Small Business Broadband Deployment Act, On Passage"
Passed,-0.006693277115983277,-0.06002104874865048,58.0,416.0,237.0,179.0,"To extend the deadline for commencement of construction of a hydroelectric project, On Motion to Suspend the Rules and Pass"
Passed,-0.006789392070439361,-0.05984369848383348,59.0,415.0,237.0,178.0,"To extend the deadline for commencement of construction of a hydroelectric project, On Motion to Suspend the Rules and Pass"
Passed,-0.033796223244689776,0.003796878298302713,415.0,53.0,234.0,-181.0,"Providing for consideration of the resolution (H.Res. 639) authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674, On Ordering the Previous Question"
Passed,-0.03370341542862243,0.003548289907546796,414.0,54.0,234.0,-180.0,"Providing for consideration of the resolution (H.Res. 639) authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674, On Agreeing to the Resolution"
Passed,-0.033540936819346806,0.0049927785639208855,410.0,48.0,229.0,-181.0,"Authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674, On Agreeing to the Resolution"
Passed,-0.008713282453165952,-0.05302480781646323,83.0,369.0,226.0,143.0,"Counterterrorism Screening and Assistance Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03141716810563502,-0.00047781046850570673,385.0,77.0,231.0,-154.0,"Providing for consideration of H.R. 2745, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015; and providing for proceedings during the period from March 24, 2016, through April 11, 2016, On Ordering the Previous Question"
Passed,-0.03157900859405817,-0.0006987739042164135,387.0,79.0,233.0,-154.0,"Providing for consideration of H.R. 2745, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015; and providing for proceedings during the period from March 24, 2016, through April 11, 2016, On Agreeing to the Resolution"
Passed,-0.00773203864581022,-0.05497789893524711,71.0,379.0,225.0,154.0,"Promoting Women in Entrepreneurship Act, On Motion to Suspend the Rules and Pass"
Passed,-0.007550034298922996,-0.05473271086967882,69.0,377.0,223.0,154.0,"Inspiring the Next Space Pioneers, Innovators, Researchers, and Explorers (INSPIRE) Women Act, On Motion to Suspend the Rules and Pass"
Passed,-0.008353060363178092,-0.054988473688225854,79.0,385.0,232.0,153.0,"To amend title 38, United States Code, to provide for the burial of the cremated remains of persons who served as Women’s Air Forces Service Pilots in Arlington National Cemetery, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03261629373425306,-0.0016029260959893276,-395.0,-61.0,-228.0,167.0,"Standard Merger and Acquisition Reviews Through Equal Rules Act, On Motion to Recommit with Instructions"
Passed,-0.03253346555184729,0.001329705429763424,394.0,64.0,229.0,-165.0,"Standard Merger and Acquisition Reviews Through Equal Rules Act, On Passage"
Passed,-0.006457343496737936,-0.05886748809636976,55.0,409.0,232.0,177.0,"Condemning in the strongest terms the terrorist attacks in Brussels on March 22, 2016, which murdered more than 30 innocent people, and severely wounded many more, On Motion to Suspend the Rules and Agree"
Passed,-0.0015254500937619364,-0.052378421812504114,-1.0,337.0,168.0,169.0,"Global Food Security Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.007130522817416459,-0.059045671418869475,65.0,411.0,238.0,173.0,"Preventing Crimes Against Veterans Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03458031419181202,0.0029606706204751967,425.0,61.0,243.0,-182.0,"Providing for consideration of the bill (H.R. 2666) to prohibit the Federal Communications Commission from regulating the rates charged for broadband Internet access service, On Ordering the Previous Question"
Passed,-0.03442732119277881,0.002826822107603599,422.0,60.0,241.0,-181.0,"Providing for consideration of the bill (H.R. 2666) to prohibit the Federal Communications Commission from regulating the rates charged for broadband Internet access service, On Agreeing to the Resolution"
Passed,-0.034567566049631744,0.0029126622261664453,425.0,61.0,243.0,-182.0,"Providing for consideration of the bill (H.R. 3340) Financial Stability Oversight Council Reform Act and providing for consideration of the bill (H.R. 3791) to raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes, On Ordering the Previous Question"
Passed,-0.034482364380554915,0.0029637554841999403,424.0,60.0,242.0,-182.0,"Providing for consideration of the bill (H.R. 3340) Financial Stability Oversight Council Reform Act and providing for consideration of the bill (H.R. 3791) to raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes, On Agreeing to the Resolution"
Passed,-0.033809367758847166,0.002215527968234575,415.0,63.0,239.0,-176.0,"Financial Stability Oversight Council Reform Act, Table Appeal of the Ruling of the Chair"
Passed,-0.03387055999359995,0.0025115442331546567,414.0,60.0,237.0,-177.0,"Financial Stability Oversight Council Reform Act, On Passage"
Failed,0.03251024599890051,0.0019005930842004581,-394.0,-88.0,-241.0,153.0,", On Agreeing to the Amendment"
Passed,-0.033891259070062164,0.002152901288676119,416.0,64.0,240.0,-176.0,"To raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes, Table Appeal of the Ruling of the Chair"
Passed,-0.03321382182188896,-0.0004316469025332347,400.0,76.0,238.0,-162.0,"To raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes, On Passage"
Failed,0.03281881808159878,-0.0035405603611604634,-402.0,-52.0,-227.0,175.0,", On Agreeing to the Amendment"
Failed,0.032629502619729835,-0.002485151228940368,-398.0,-58.0,-228.0,170.0,", On Agreeing to the Amendment"
Passed,-0.03335034048195392,0.0010514715625417933,404.0,68.0,236.0,-168.0,"No Rate Regulation of Broadband Internet Access Act, On Passage"
Passed,-0.006312740344339881,-0.054179583339067354,57.0,371.0,214.0,157.0,"Jeannette Rankin--Women and Minorities in STEM Fields Program, 100 Years of Women in Congress Act, On Motion to Suspend the Rules and Pass"
Passed,-0.0072098927424901855,-0.055578210206761104,67.0,387.0,227.0,160.0,"Captain John E. Moran and Captain William Wylie Galt Armed Forces Reserve Center, On Motion to Suspend the Rules and Pass"
Passed,-0.033604972205989084,0.0016421539886498089,412.0,68.0,240.0,-172.0,"Providing for consideration of H.R. 4890, to impose a ban on the payment of bonuses to employees of the IRS until the Secretary of the Treasury develops and implements a comprehensive customer service strategy; and providing for consideration of H.R. 3724, the Ensuring Integrity in the IRS Workforce Act of 2015, On Ordering the Previous Question"
Passed,-0.0335125811381434,0.0010996006304529824,408.0,70.0,239.0,-169.0,"Providing for consideration of H.R. 4890, to impose a ban on the payment of bonuses to employees of the IRS until the Secretary of the Treasury develops and implements a comprehensive customer service strategy; and providing for consideration of H.R. 3724, the Ensuring Integrity in the IRS Workforce Act of 2015, On Agreeing to the Resolution"
Passed,-0.03361357619445308,0.001920693575327479,412.0,66.0,239.0,-173.0,"Providing for consideration of H.R. 1206, the No Hires for the Delinquent IRS Act; and providing for consideration of H.R. 4885, the IRS Oversight While Eliminating Spending (OWES) Act of 2016, On Ordering the Previous Question"
Passed,-0.033602773012284086,0.0018396509085841556,412.0,66.0,239.0,-173.0,"Providing for consideration of H.R. 1206, the No Hires for the Delinquent IRS Act; and providing for consideration of H.R. 4885, the IRS Oversight While Eliminating Spending (OWES) Act of 2016, On Agreeing to the Resolution"
Failed,0.03427074075606534,-0.0016129224372912517,-420.0,-68.0,-244.0,176.0,"No Hires for the Delinquent IRS Act, On Motion to Recommit with Instructions"
Passed,-0.03327066976537571,-0.0015644657814174864,400.0,84.0,242.0,-158.0,"No Hires for the Delinquent IRS Act, On Passage"
Passed,-0.03448152425290095,0.001962838468084302,422.0,66.0,244.0,-178.0,"IRS Oversight While Eliminating Spending (OWES) Act of 2016, On Passage"
Passed,-0.03128029835937863,-0.004975849247999952,374.0,102.0,238.0,-136.0,"To impose a ban on the payment of bonuses to employees of the Internal Revenue Service until the Secretary of the Treasury develops and implements a comprehensive customer service strategy, On Passage"
Passed,-0.019083812277397888,-0.034769458366400545,215.0,267.0,241.0,26.0,"Ensuring Integrity in the IRS Workforce Act of 2016, On Passage"
Passed,-0.019424370375467535,-0.0308953257659996,219.0,243.0,231.0,12.0,"Combating Terrorist Recruitment Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.007295389788518625,-0.055952876130927975,66.0,392.0,229.0,163.0,"Investor Clarity and Bank Parity Act, On Motion to Suspend the Rules and Pass"
Passed,-0.00629424920326092,-0.05942837031755689,53.0,413.0,233.0,180.0,"American Manufacturing Competitiveness Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.0066208074534647625,-0.06020471231060129,57.0,419.0,238.0,181.0,"Email Privacy Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03396852320254298,0.0032147226297443935,417.0,57.0,237.0,-180.0,"Providing for consideration for H.R. 701, the Helping Angels Lead Our Startups Act, On Ordering the Previous Question"
Passed,-0.033556049247290144,0.0020749968404728475,409.0,63.0,236.0,-173.0,"Providing for consideration for H.R. 701, the Helping Angels Lead Our Startups Act, On Agreeing to the Resolution"
Failed,0.028823324722586623,0.010616120557801903,-341.0,-133.0,-237.0,104.0,", On Agreeing to the Amendment"
Passed,-0.021052938292437814,-0.029351726796840616,238.0,236.0,237.0,-1.0,"Helping Angels Lead Our Startups (HALOS) Act, On Passage"
Passed,-0.0066235871208303616,-0.05916385322271298,56.0,408.0,232.0,176.0,"Defend Trade Secrets Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.033538136839090564,0.004356026221752502,411.0,49.0,230.0,-181.0,"Providing for consideration of H.R. 4901, the Scholarships for Opportunity and Results Reauthorization Act; and providing for consideration of H. J. Res. 88, disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”, On Ordering the Previous Question"
Passed,-0.03397623086827059,0.0041897996352118615,417.0,51.0,234.0,-183.0,"Providing for consideration of H.R. 4901, the Scholarships for Opportunity and Results Reauthorization Act; and providing for consideration of H. J. Res. 88, disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”, On Agreeing to the Resolution"
Passed,-0.006862116732879258,-0.05819455089507508,61.0,405.0,233.0,172.0,"Fair Access to Investment Research Act of 2016, On Motion to Suspend the Rules and Pass"
Passed,-0.03396232906607409,0.004067059369971551,417.0,51.0,234.0,-183.0,"Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”, On Passage"
Passed,-0.006012498904474074,-0.060484256165592026,49.0,419.0,234.0,185.0,"Flood Insurance Market Parity and Modernization Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03220102687570758,-0.0023036507194874995,-393.0,-61.0,-227.0,166.0,"Scholarships for Opportunity and Results Reauthorization Act, On Motion to Recommit with Instructions"
Passed,-0.03165288064238336,0.004922620448440095,385.0,43.0,214.0,-171.0,"Scholarships for Opportunity and Results Reauthorization Act, On Passage"
Passed,-0.007505082324020198,-0.057507335348234094,69.0,401.0,235.0,166.0,"To designate the Federal Building located at 99 New York Avenue, N.E., in the District of Columbia as the “Ariel Rios Federal Building”, On Motion to Suspend the Rules and Pass"
Passed,-0.007212149663591161,-0.05877824833189719,65.0,409.0,237.0,172.0,"Opioid Program Evaluation Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03161544926467148,0.004693798353845157,388.0,42.0,215.0,-173.0,"Providing for consideration of H.R. 4641, to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes; and H.R. 5046, the Comprehensive Opioid Abuse Reduction Act of 2016, On Ordering the Previous Question"
Passed,-0.0318109372674675,-0.003074752451610229,384.0,92.0,238.0,-146.0,"Providing for consideration of H.R. 4641, to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes; and H.R. 5046, the Comprehensive Opioid Abuse Reduction Act of 2016, On Agreeing to the Resolution"
Passed,-0.005701008786974316,-0.05968831565918169,46.0,408.0,227.0,181.0,"To provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes, On Passage"
Passed,-0.006441230766201387,-0.06063631380438569,55.0,421.0,238.0,183.0,"Infant Plan of Safe Care Improvement Act, On Motion to Suspend the Rules and Pass, as Amended"
Failed,0.03149047305211715,-0.005954669508021763,-383.0,-35.0,-209.0,174.0,", On Agreeing to the Amendment"
Passed,-0.005906864271127042,-0.059633195985528416,48.0,408.0,228.0,180.0,"Comprehensive Opioid Abuse Reduction Act of 2016, On Passage"
Passed,-0.006058238673600812,-0.0598472269465733,50.0,414.0,232.0,182.0,"Veteran Emergency Medical Technician Support Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.006019035176365647,-0.0599545850055673,49.0,411.0,230.0,181.0,"Lali’s Law, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.03287733539909057,0.00225008118214595,402.0,60.0,231.0,-171.0,"Providing for consideration of S. 524, the Comprehensive Addiction and Recovery Act of 2016, On Ordering the Previous Question"
Passed,-0.03191297022238393,-0.000516551515385652,387.0,75.0,231.0,-156.0,"Providing for consideration of S. 524, the Comprehensive Addiction and Recovery Act of 2016, On Agreeing to the Resolution"
Passed,-0.002944799556148372,-0.010737382312294867,29.0,75.0,52.0,23.0,", On Approving the Journal"
Passed,-0.006237645007968039,-0.05779011848781878,53.0,395.0,224.0,171.0,"Comprehensive Addiction and Recovery Act of 2016, On Passage"
Passed,-0.006040975898362515,-0.05727376510363671,51.0,391.0,221.0,170.0,"National Cybersecurity Preparedness Consortium Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.005965941346922874,-0.05661650388417687,50.0,384.0,217.0,167.0,"Counterterrorism Advisory Board Act of 2016, On Motion to Suspend the Rules and Pass, as Amended"
Passed,-0.033960870130470805,0.002642247475521646,416.0,62.0,239.0,-177.0,"Providing for consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes, On Ordering the Previous Question"
Passed,-0.03369592564881543,0.0038524643053094274,413.0,53.0,233.0,-180.0,"Providing for consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes, On Agreeing to the Resolution"
Failed,0.03366479160705374,-0.003832767199452029,-412.0,-54.0,-233.0,179.0,"Comprehensive Addiction and Recovery Act of 2016, On Motion to Instruct Conferees"
Failed,-0.03148062679888364,-0.005071260223095706,375.0,103.0,239.0,-136.0,"Zika Vector Control Act, On Motion to Suspend the Rules and Pass, as Amended"
